x, y,not,nand,and,orn,or,andn,nor,xor
15,47,9,19,16,0,13,15,2,16
16,47,9,19,17,0,13,14,0,17
17,47,9,19,18,0,13,14,0,18
18,47,9,19,19,0,13,13,0,18
19,47,9,19,20,0,13,12,0,17
20,47,10,19,21,1,13,11,0,16
21,47,10,19,22,1,13,10,0,16
22,47,10,19,23,2,12,9,0,15
23,47,10,19,23,3,12,8,0,14
24,47,10,19,22,4,11,8,0,14
25,47,10,19,21,5,11,7,0,13
26,47,10,20,20,6,10,6,0,13
27,47,10,20,19,7,10,6,0,13
28,47,11,20,18,8,10,5,0,13
29,47,11,20,17,9,9,4,0,13
30,47,11,20,16,10,9,4,0,13
31,47,11,21,15,11,9,3,0,13
32,47,12,21,14,12,8,3,0,13
33,47,12,22,13,13,8,2,0,13
34,47,12,22,12,14,8,2,0,13
35,47,13,23,11,15,8,1,0,13
36,47,13,23,10,16,7,0,0,13
37,47,13,23,9,17,7,0,0,13
38,47,13,22,8,18,7,0,0,13
39,47,13,22,7,19,7,0,0,13
40,47,13,21,6,20,7,0,0,13
41,47,13,21,5,21,7,0,0,13
42,47,13,20,4,20,7,0,0,13
43,47,13,20,3,19,7,0,0,13
44,47,13,20,2,18,6,0,0,13
45,47,13,20,2,17,6,0,0,13
46,47,13,20,0,16,6,0,0,13
47,47,13,19,0,15,6,0,0,13
48,47,12,19,0,14,6,0,0,13
49,47,11,19,0,13,6,0,0,13
50,47,11,19,0,12,6,0,0,13
51,47,11,19,0,11,6,0,0,13
52,47,11,19,0,10,6,0,0,13
53,47,10,19,0,9,6,0,0,13
54,47,10,19,0,8,6,0,0,13
55,47,10,19,0,7,6,0,0,13
56,47,10,19,0,6,7,0,0,13
57,47,10,19,0,5,7,0,0,13
58,47,10,19,0,4,7,0,0,13
0,48,11,18,1,3,8,1,1,12
1,48,10,18,2,2,8,2,2,12
2,48,10,18,3,2,8,3,3,12
3,48,10,18,4,0,8,4,4,12
4,48,10,18,5,0,8,5,5,12
5,48,10,18,6,0,8,6,6,12
6,48,10,18,7,0,9,7,7,12
7,48,10,18,8,0,9,8,7,12
8,48,10,18,9,0,9,9,6,12
9,48,10,18,10,0,10,10,5,12
10,48,10,18,11,0,11,11,5,12
11,48,10,18,12,0,12,12,4,12
12,48,10,18,13,0,13,13,4,13
13,48,10,18,14,0,14,14,3,14
14,48,10,18,15,0,13,15,3,15
15,48,10,18,16,0,12,15,2,16
16,48,10,18,17,0,12,15,1,17
17,48,10,18,18,0,12,14,0,18
18,48,10,18,19,0,12,13,0,18
19,48,10,18,20,0,12,12,0,17
20,48,10,18,21,1,12,11,0,16
21,48,11,18,22,2,12,10,0,15
22,48,11,18,23,2,12,9,0,15
23,48,11,18,23,3,12,9,0,14
24,48,11,18,22,4,12,8,0,13
25,48,11,19,21,5,11,7,0,13
26,48,11,19,20,6,11,7,0,12
27,48,11,19,19,7,11,6,0,12
28,48,11,19,18,8,10,5,0,12
29,48,12,19,17,9,10,5,0,12
30,48,12,20,16,10,10,4,0,12
31,48,12,20,15,11,9,4,0,12
32,48,12,21,14,12,9,3,0,12
33,48,12,21,13,13,9,3,0,12
34,48,12,22,12,14,9,2,0,12
35,48,12,22,11,15,8,2,0,12
36,48,12,23,10,16,8,1,0,12
37,48,12,23,9,17,8,0,0,12
38,48,12,22,8,18,8,0,0,12
39,48,12,21,7,19,8,0,0,12
40,48,12,21,6,20,8,0,0,12
41,48,12,20,5,21,8,0,0,12
42,48,12,20,4,20,8,0,0,12
43,48,12,19,3,19,7,0,0,12
44,48,12,19,2,18,7,0,0,12
45,48,12,19,0,17,7,0,0,12
46,48,12,19,0,16,7,0,0,12
47,48,12,19,0,15,7,0,0,12
48,48,12,18,0,14,7,0,0,12
49,48,12,18,0,13,7,0,0,12
50,48,12,18,0,12,7,0,0,12
51,48,12,18,0,11,7,0,0,12
52,48,11,18,0,10,7,0,0,12
53,48,11,18,0,9,7,0,0,12
54,48,11,18,0,8,7,0,0,12
55,48,11,18,0,7,7,0,0,12
56,48,11,18,0,6,7,0,0,12
57,48,11,18,0,5,8,0,0,12
58,48,11,18,0,4,8,0,1,12
0,49,11,17,1,3,9,1,2,11
1,49,11,17,2,3,9,2,2,11
2,49,11,17,3,2,9,3,3,11
3,49,11,17,4,0,9,4,4,11
4,49,11,17,5,0,9,5,5,11
5,49,11,17,6,0,9,6,6,11
6,49,11,17,7,0,9,7,7,11
7,49,11,17,8,0,10,8,7,11
8,49,11,17,9,0,10,9,6,11
9,49,11,17,10,0,10,10,6,11
10,49,11,17,11,0,11,11,5,11
11,49,11,17,12,0,12,12,5,12
12,49,11,17,13,0,13,13,4,13
13,49,11,17,14,0,13,14,4,14
14,49,11,17,15,0,13,15,3,15
15,49,11,17,16,0,12,16,2,16
16,49,11,17,17,0,11,15,2,17
17,49,11,17,18,0,11,14,1,18
18,49,11,17,19,0,11,13,1,18
19,49,11,17,20,0,11,12,0,17
20,49,11,17,21,1,11,11,0,16
21,49,11,17,22,2,11,10,0,15
22,49,11,17,23,3,11,10,0,14
23,49,11,17,23,3,11,9,0,14
24,49,11,18,22,4,11,8,0,13
25,49,11,18,21,5,11,8,0,12
26,49,11,18,20,6,11,7,0,12
27,49,11,18,19,7,11,6,0,11
28,49,11,18,18,8,11,6,0,11
29,49,11,19,17,9,11,5,0,11
30,49,11,19,16,10,10,5,0,11
31,49,11,20,15,11,10,4,0,11
32,49,11,20,14,12,10,4,0,11
33,49,11,21,13,13,10,3,0,11
34,49,11,21,12,14,9,3,0,11
35,49,11,22,11,15,9,2,0,11
36,49,11,22,10,16,9,2,0,11
37,49,11,23,9,17,9,1,0,11
38,49,11,22,8,18,9,0,0,11
39,49,11,21,7,19,9,0,0,11
40,49,11,20,6,20,9,0,0,11
41,49,11,20,5,21,9,0,0,11
42,49,11,19,4,20,8,0,0,11
43,49,11,19,3,19,8,0,0,11
44,49,11,18,2,18,8,0,0,11
45,49,11,18,1,17,8,0,0,11
46,49,11,18,0,16,8,0,0,11
47,49,11,18,0,15,8,0,0,11
48,49,11,18,0,14,8,0,0,11
49,49,11,17,0,13,8,0,0,11
50,49,11,17,0,12,8,0,0,11
51,49,11,17,0,11,8,0,0,11
52,49,11,17,0,10,8,0,0,11
53,49,11,17,0,9,8,0,0,11
54,49,11,17,0,8,8,0,0,11
55,49,11,17,0,7,8,0,0,11
56,49,11,17,0,6,8,0,1,11
57,49,11,17,0,5,8,0,1,11
58,49,11,17,0,4,9,0,1,11
0,50,10,16,1,4,10,1,2,10
1,50,10,16,2,3,10,2,3,10
2,50,10,16,3,2,10,3,3,10
3,50,10,16,4,0,10,4,4,10
4,50,10,16,5,0,10,5,5,10
5,50,10,16,6,0,10,6,6,10
6,50,10,16,7,0,10,7,7,10
7,50,10,16,8,0,10,8,7,10
8,50,10,16,9,0,10,9,7,10
9,50,10,16,10,0,10,10,6,10
10,50,10,16,11,0,11,11,6,11
11,50,10,16,12,0,12,12,5,12
12,50,10,16,13,0,13,13,5,13
13,50,10,16,14,0,13,14,4,14
14,50,10,16,15,0,12,15,3,15
15,50,10,16,16,0,12,16,3,16
16,50,10,16,17,0,11,15,2,17
17,50,10,16,18,0,10,14,2,18
18,50,10,16,19,0,10,13,2,18
19,50,10,16,20,0,10,12,1,17
20,50,10,16,21,1,10,11,0,16
21,50,10,16,22,2,10,11,0,15
22,50,10,16,23,3,10,10,0,14
23,50,10,17,23,4,10,9,0,13
24,50,10,17,22,4,10,9,0,13
25,50,10,17,21,5,10,8,0,12
26,50,10,17,20,6,10,7,0,11
27,50,10,17,19,7,10,7,0,11
28,50,10,18,18,8,10,6,0,10
29,50,10,18,17,9,10,6,0,10
30,50,10,19,16,10,10,5,0,10
31,50,10,19,15,11,10,5,0,10
32,50,10,20,14,12,10,4,0,10
33,50,10,20,13,13,10,4,0,10
34,50,10,21,12,14,10,3,0,10
35,50,10,21,11,15,10,3,0,10
36,50,10,22,10,16,10,2,0,10
37,50,10,23,9,17,10,2,0,10
38,50,10,22,8,18,10,1,0,10
39,50,10,21,7,19,10,1,0,10
40,50,10,20,6,20,10,0,0,10
41,50,10,19,5,21,9,0,0,10
42,50,10,19,4,20,9,0,0,10
43,50,10,18,3,19,9,0,0,10
44,50,10,18,2,18,9,0,0,10
45,50,10,17,2,17,9,0,0,10
46,50,10,17,0,16,9,0,0,10
47,50,10,17,0,15,9,0,0,10
48,50,11,17,0,14,9,0,0,10
49,50,11,17,0,13,9,0,0,10
50,50,10,16,0,12,9,0,0,10
51,50,10,16,0,11,9,0,0,10
52,50,10,16,0,10,9,0,0,10
53,50,10,16,0,9,9,0,0,10
54,50,10,16,0,8,9,0,0,10
55,50,10,16,0,7,9,0,1,10
56,50,10,16,0,6,9,0,1,10
57,50,10,16,0,5,9,1,2,10
58,50,10,16,0,4,9,1,2,10
0,51,9,15,1,4,9,2,3,9
1,51,9,15,2,3,9,2,3,9
2,51,9,15,3,2,9,3,4,9
3,51,9,15,4,1,9,4,4,9
4,51,9,15,5,0,9,5,5,9
5,51,9,15,6,0,9,6,6,9
6,51,9,15,7,0,9,7,7,9
7,51,9,15,8,0,9,8,8,9
8,51,9,15,9,0,9,9,7,9
9,51,9,15,10,0,10,10,7,10
10,51,9,15,11,0,11,11,6,11
11,51,9,15,12,0,12,12,6,12
12,51,9,15,13,0,13,13,5,13
13,51,9,15,14,0,13,14,4,14
14,51,9,15,15,0,12,15,4,15
15,51,9,15,16,0,11,16,3,16
16,51,9,15,17,0,11,15,3,17
17,51,9,15,18,0,10,14,3,18
18,51,9,15,19,0,9,13,2,18
19,51,9,15,20,1,9,12,2,17
20,51,9,15,21,1,9,12,1,16
21,51,9,15,22,2,9,11,0,15
22,51,9,16,23,3,9,10,0,14
23,51,9,16,23,4,9,10,0,13
24,51,9,16,22,5,9,9,0,12
25,51,9,16,21,5,9,8,0,12
26,51,9,16,20,6,9,8,0,11
27,51,9,17,19,7,9,7,0,10
28,51,9,17,18,8,9,7,0,10
29,51,9,18,17,9,9,6,0,9
30,51,9,18,16,10,9,6,0,9
31,51,9,19,15,11,9,5,0,9
32,51,9,19,14,12,9,5,0,9
33,51,9,20,13,13,9,4,0,9
34,51,9,20,12,14,9,4,0,9
35,51,9,21,11,15,9,3,0,9
36,51,9,22,10,16,9,3,0,9
37,51,9,23,9,17,9,2,0,9
38,51,9,22,8,18,9,2,0,9
39,51,9,21,7,19,9,2,0,9
40,51,9,20,6,20,9,1,0,9
41,51,9,19,5,21,9,1,0,9
42,51,9,18,4,20,9,0,0,9
43,51,9,18,3,19,9,0,0,9
44,51,9,17,3,18,9,0,0,9
45,51,9,17,2,17,9,0,0,9
46,51,9,16,0,16,9,0,0,9
47,51,10,16,0,15,9,0,0,9
48,51,11,16,0,14,9,0,0,9
49,51,11,16,0,13,9,0,0,9
50,51,10,16,0,12,9,0,0,9
51,51,9,15,0,11,9,0,0,9
52,51,9,15,0,10,9,0,0,9
53,51,9,15,0,9,9,0,0,9
54,51,9,15,0,8,9,0,1,9
55,51,9,15,0,7,9,1,1,9
56,51,9,15,0,6,9,1,2,9
57,51,9,15,0,5,9,1,2,9
58,51,9,15,0,5,9,2,3,9
0,52,8,14,1,4,8,3,4,8
1,52,8,14,2,3,8,3,4,8
2,52,8,14,3,2,8,3,4,8
3,52,8,14,4,2,8,4,5,8
4,52,8,14,5,1,8,5,5,8
5,52,8,14,6,0,8,6,6,8
6,52,8,14,7,0,8,7,7,8
7,52,8,14,8,0,8,8,8,8
8,52,8,14,9,0,9,9,8,9
9,52,8,14,10,0,10,10,7,10
10,52,8,14,11,0,11,11,7,11
11,52,8,14,12,0,12,12,6,12
12,52,8,14,13,0,13,13,5,13
13,52,8,14,14,0,12,14,5,14
14,52,8,14,15,0,12,15,4,15
15,52,8,14,16,0,11,16,4,16
16,52,8,14,17,0,10,15,4,17
17,52,8,14,18,0,10,14,3,18
18,52,8,14,19,1,9,13,3,17
19,52,8,14,20,1,8,13,2,17
20,52,8,14,21,2,8,12,2,16
21,52,8,15,22,2,8,11,1,15
22,52,8,15,23,3,8,11,1,14
23,52,8,15,23,4,8,10,0,13
24,52,8,15,22,5,8,9,0,12
25,52,8,15,21,6,8,9,0,11
26,52,8,16,20,6,8,8,0,11
27,52,8,16,19,7,8,8,0,10
28,52,8,17,18,8,8,7,0,9
29,52,8,17,17,9,8,7,0,9
30,52,8,18,16,10,8,6,0,8
31,52,8,18,15,11,8,6,0,8
32,52,8,19,14,12,8,5,0,8
33,52,8,19,13,13,8,5,0,8
34,52,8,20,12,14,8,4,0,8
35,52,8,21,11,15,8,4,0,8
36,52,8,22,10,16,8,3,0,8
37,52,8,23,9,17,8,3,0,8
38,52,8,22,8,18,8,3,0,8
39,52,8,21,7,19,8,2,0,8
40,52,8,20,6,20,8,2,0,8
41,52,8,19,5,21,8,2,0,8
42,52,8,18,4,20,8,1,0,8
43,52,8,17,4,19,8,1,0,8
44,52,8,17,3,18,8,1,0,8
45,52,8,16,2,17,8,1,0,8
46,52,9,16,0,16,8,1,0,8
47,52,10,15,0,15,8,1,0,8
48,52,10,15,0,14,8,0,0,8
49,52,11,15,0,13,8,1,0,8
50,52,10,15,0,12,8,1,0,8
51,52,9,15,0,11,8,1,0,8
52,52,8,14,0,10,8,1,1,8
53,52,8,14,0,9,8,1,1,8
54,52,8,14,0,8,8,1,1,8
55,52,8,14,0,7,8,1,2,8
56,52,8,14,0,6,8,2,2,8
57,52,8,14,0,6,8,2,3,8
58,52,8,14,0,5,8,2,3,8
0,53,7,13,1,4,7,3,4,7
1,53,7,13,2,3,7,4,5,7
2,53,7,13,3,3,7,4,5,7
3,53,7,13,4,2,7,4,5,7
4,53,7,13,5,2,7,5,6,7
5,53,7,13,6,1,7,6,6,7
6,53,7,13,7,0,7,7,7,7
7,53,7,13,8,0,8,8,8,8
8,53,7,13,9,0,9,9,8,9
9,53,7,13,10,0,10,10,8,10
10,53,7,13,11,0,11,11,7,11
11,53,7,13,12,0,12,12,6,12
12,53,7,13,13,0,13,13,6,13
13,53,7,13,14,0,12,14,5,14
14,53,7,13,15,0,11,15,5,15
15,53,7,13,16,0,11,16,5,16
16,53,7,13,17,0,10,15,4,17
17,53,7,13,18,1,9,14,4,18
18,53,7,13,19,1,9,14,3,17
19,53,7,13,20,2,8,13,3,16
20,53,7,14,21,2,7,12,2,16
21,53,7,14,22,3,7,12,2,15
22,53,7,14,23,3,7,11,2,14
23,53,7,14,23,4,7,10,1,13
24,53,7,14,22,5,7,10,1,12
25,53,7,15,21,6,7,9,0,11
26,53,7,15,20,7,7,9,0,10
27,53,7,16,19,7,7,8,0,10
28,53,7,16,18,8,7,8,0,9
29,53,7,17,17,9,7,7,0,8
30,53,7,17,16,10,7,7,0,8
31,53,7,18,15,11,7,6,0,7
32,53,7,18,14,12,7,6,0,7
33,53,7,19,13,13,7,5,0,7
34,53,7,20,12,14,7,5,0,7
35,53,7,21,11,15,7,4,0,7
36,53,7,22,10,16,7,4,0,7
37,53,7,22,9,17,7,4,0,7
38,53,7,22,8,18,7,3,0,7
39,53,7,21,7,19,7,3,0,7
40,53,7,20,6,20,7,3,0,7
41,53,7,19,5,21,7,2,0,7
42,53,7,18,5,20,7,2,0,7
43,53,7,17,4,19,7,2,0,7
44,53,7,16,3,18,7,2,0,7
45,53,8,16,2,17,7,2,0,7
46,53,9,15,1,16,7,2,0,7
47,53,9,15,0,15,7,2,0,7
48,53,10,14,0,14,7,1,0,7
49,53,11,14,0,13,7,1,0,7
50,53,10,14,0,12,7,2,1,7
51,53,9,14,0,11,7,2,1,7
52,53,8,14,0,10,7,2,1,7
53,53,7,13,0,9,7,2,2,7
54,53,7,13,0,8,7,2,2,7
55,53,7,13,0,7,7,2,2,7
56,53,7,13,0,7,7,2,3,7
57,53,7,13,0,6,7,3,3,7
58,53,7,13,0,5,7,3,4,7
0,54,6,12,1,4,6,4,5,6
1,54,6,12,2,4,6,4,5,6
2,54,6,12,3,3,6,5,6,6
3,54,6,12,4,3,6,5,6,6
4,54,6,12,5,2,6,5,6,6
5,54,6,12,6,2,6,6,7,6
6,54,6,12,7,1,7,7,7,7
7,54,6,12,8,0,8,8,8,8
8,54,6,12,9,0,9,9,9,9
9,54,6,12,10,0,10,10,8,10
10,54,6,12,11,0,11,11,7,11
11,54,6,12,12,0,12,12,7,12
12,54,6,12,13,0,13,13,6,13
13,54,6,12,14,0,12,14,6,14
14,54,6,12,15,0,11,15,6,15
15,54,6,12,16,0,10,16,5,16
16,54,6,12,17,1,10,15,5,17
17,54,6,12,18,1,9,15,4,18
18,54,6,12,19,2,8,14,4,17
19,54,6,13,20,2,8,13,3,16
20,54,6,13,21,3,7,13,3,15
21,54,6,13,22,3,6,12,3,15
22,54,6,13,23,4,6,11,2,14
23,54,6,13,23,4,6,11,2,13
24,54,6,14,22,5,6,10,2,12
25,54,6,14,21,6,6,10,1,11
26,54,6,15,20,7,6,9,1,10
27,54,6,15,19,8,6,9,0,9
28,54,6,16,18,8,6,8,0,9
29,54,6,16,17,9,6,8,0,8
30,54,6,17,16,10,6,7,0,7
31,54,6,17,15,11,6,7,0,7
32,54,6,18,14,12,6,6,0,6
33,54,6,19,13,13,6,6,0,6
34,54,6,20,12,14,6,5,0,6
35,54,6,21,11,15,6,5,0,6
36,54,6,21,10,16,6,5,0,6
37,54,6,22,9,17,6,4,0,6
38,54,6,22,8,18,6,4,0,6
39,54,6,21,7,19,6,4,0,6
40,54,6,20,6,20,6,3,0,6
41,54,6,19,6,21,6,3,0,6
42,54,6,18,5,20,6,3,0,6
43,54,6,17,4,19,6,3,0,6
44,54,7,16,3,18,6,3,0,6
45,54,8,15,2,17,6,3,0,6
46,54,8,15,2,16,6,3,0,6
47,54,9,14,0,15,6,2,0,6
48,54,10,14,0,14,6,2,1,6
49,54,11,13,0,13,6,2,1,6
50,54,10,13,0,12,6,2,1,6
51,54,9,13,0,11,6,3,2,6
52,54,8,13,0,10,6,3,2,6
53,54,7,13,0,9,6,3,2,6
54,54,6,12,0,8,6,3,3,6
55,54,6,12,0,8,6,3,3,6
56,54,6,12,0,7,6,3,3,6
57,54,6,12,0,6,6,3,4,6
58,54,6,12,0,5,6,4,4,6
0,55,5,11,1,5,5,5,5,5
1,55,5,11,2,4,5,5,6,5
2,55,5,11,3,4,5,5,6,5
3,55,5,11,4,3,5,6,7,5
4,55,5,11,5,3,5,6,7,5
5,55,5,11,6,2,6,6,7,6
6,55,5,11,7,2,7,7,8,7
7,55,5,11,8,1,8,8,8,8
8,55,5,11,9,1,9,9,9,9
9,55,5,11,10,1,10,10,8,10
10,55,5,11,11,1,11,11,8,11
11,55,5,11,12,0,12,12,7,12
12,55,5,11,13,1,12,13,7,13
13,55,5,11,14,1,12,14,7,14
14,55,5,11,15,1,11,15,6,15
15,55,5,11,16,1,10,16,6,16
16,55,5,11,17,1,9,16,5,17
17,55,5,11,18,2,9,15,5,18
18,55,5,12,19,2,8,14,4,17
19,55,5,12,20,3,7,14,4,16
20,55,5,12,21,3,7,13,4,15
21,55,5,12,22,4,6,12,3,14
22,55,5,12,23,4,5,12,3,14
23,55,5,13,23,5,5,11,3,13
24,55,5,13,22,5,5,11,2,12
25,55,5,14,21,6,5,10,2,11
26,55,5,14,20,7,5,10,2,10
27,55,5,15,19,8,5,9,1,9
28,55,5,15,18,9,5,9,1,8
29,55,5,16,17,9,5,8,1,8
30,55,5,16,16,10,5,8,0,7
31,55,5,17,15,11,5,7,0,6
32,55,5,18,14,12,5,7,0,6
33,55,5,19,13,13,5,6,0,5
34,55,5,20,12,14,5,6,0,5
35,55,5,20,11,15,5,6,0,5
36,55,5,21,10,16,5,5,0,5
37,55,5,22,9,17,5,5,0,5
38,55,5,22,8,18,5,5,0,5
39,55,5,21,7,19,5,4,0,5
40,55,5,20,7,20,5,4,0,5
41,55,5,19,6,21,5,4,0,5
42,55,5,18,5,20,5,4,0,5
43,55,6,17,4,19,5,4,0,5
44,55,7,16,3,18,5,4,0,5
45,55,7,15,3,17,5,4,1,5
46,55,8,14,2,16,5,3,1,5
47,55,9,14,1,15,5,3,1,5
48,55,10,13,0,14,5,3,1,5
49,55,11,13,0,13,5,3,2,5
50,55,10,12,0,12,5,3,2,5
51,55,9,12,0,11,5,3,2,5
52,55,8,12,0,10,5,4,3,5
53,55,7,12,0,9,5,4,3,5
54,55,6,12,0,9,5,4,3,5
55,55,5,11,0,8,5,4,4,5
56,55,5,11,0,7,5,4,4,5
57,55,5,11,0,6,5,4,4,5
58,55,5,11,0,5,5,4,5,5
0,56,4,10,1,5,4,5,6,4
1,56,4,10,2,5,4,6,6,4
2,56,4,10,3,4,4,6,7,4
3,56,4,10,4,4,4,6,7,4
4,56,4,10,5,3,5,7,8,5
5,56,4,10,6,3,6,7,8,6
6,56,4,10,7,2,7,7,8,7
7,56,4,10,8,2,8,8,9,8
8,56,4,10,9,2,9,9,9,9
9,56,4,10,10,2,10,10,9,10
10,56,4,10,11,2,11,11,8,11
11,56,4,10,12,1,12,12,8,12
12,56,4,10,13,1,12,13,8,13
13,56,4,10,14,2,11,14,7,14
14,56,4,10,15,2,11,15,7,15
15,56,4,10,16,2,10,16,6,16
16,56,4,10,17,2,9,16,6,17
17,56,4,11,18,2,8,15,5,18
18,56,4,11,19,3,8,15,5,17
19,56,4,11,20,3,7,14,5,16
20,56,4,11,21,4,6,13,4,15
21,56,4,11,22,4,6,13,4,14
22,56,4,12,23,5,5,12,4,13
23,56,4,12,23,5,4,12,3,13
24,56,4,13,22,6,4,11,3,12
25,56,4,13,21,6,4,11,3,11
26,56,4,14,20,7,4,10,2,10
27,56,4,14,19,8,4,10,2,9
28,56,4,15,18,9,4,9,2,8
29,56,4,15,17,10,4,9,2,7
30,56,4,16,16,10,4,8,1,7
31,56,4,17,15,11,4,8,1,6
32,56,4,18,14,12,4,7,1,5
33,56,4,19,13,13,4,7,1,5
34,56,4,19,12,14,4,7,1,4
35,56,4,20,11,15,4,6,1,4
36,56,4,21,10,16,4,6,1,4
37,56,4,22,9,17,4,6,0,4
38,56,4,22,8,18,4,5,1,4
39,56,4,21,8,19,4,5,1,4
40,56,4,20,7,20,4,5,1,4
41,56,4,19,6,21,4,5,1,4
42,56,5,18,5,20,4,5,1,4
43,56,6,17,4,19,4,5,1,4
44,56,6,16,4,18,4,5,1,4
45,56,7,15,3,17,4,4,1,4
46,56,8,14,2,16,4,4,2,4
47,56,9,13,2,15,4,4,2,4
48,56,10,13,1,14,4,4,2,4
49,56,11,12,0,13,4,4,2,4
50,56,10,12,0,12,4,4,3,4
51,56,9,11,0,11,4,4,3,4
52,56,8,11,0,10,4,4,3,4
53,56,7,11,0,10,4,5,4,4
54,56,6,11,0,9,4,5,4,4
55,56,5,11,0,8,4,5,4,4
56,56,4,10,0,7,4,5,5,4
57,56,4,10,0,6,4,5,5,4
58,56,4,10,0,6,4,5,5,4
0,57,3,9,1,6,3,6,6,3
1,57,3,9,2,5,3,6,7,3
2,57,3,9,3,5,3,7,7,3
3,57,3,9,4,4,4,7,8,4
4,57,3,9,5,4,5,7,8,5
5,57,3,9,6,3,6,8,9,6
6,57,3,9,7,3,7,8,9,7
7,57,3,9,8,3,8,8,9,8
8,57,3,9,9,3,9,9,10,9
9,57,3,9,10,3,10,10,9,10
10,57,3,9,11,2,11,11,9,11
11,57,3,9,12,2,12,12,9,12
12,57,3,9,13,2,12,13,8,13
13,57,3,9,14,2,11,14,8,14
14,57,3,9,15,3,10,15,7,15
15,57,3,9,16,3,10,16,7,16
16,57,3,10,17,3,9,16,6,17
17,57,3,10,18,3,8,16,6,18
18,57,3,10,19,3,7,15,6,17
19,57,3,10,20,4,7,14,5,16
20,57,3,10,21,4,6,14,5,15
21,57,3,11,22,5,5,13,5,14
22,57,3,11,23,5,5,13,4,13
23,57,3,12,23,6,4,12,4,12
24,57,3,12,22,6,3,12,4,12
25,57,3,13,21,7,3,11,3,11
26,57,3,13,20,7,3,11,3,10
27,57,3,14,19,8,3,10,3,9
28,57,3,14,18,9,3,10,3,8
29,57,3,15,17,10,3,9,2,7
30,57,3,16,16,11,3,9,2,6
31,57,3,17,15,11,3,8,2,6
32,57,3,18,14,12,3,8,2,5
33,57,3,18,13,13,3,8,2,4
34,57,3,19,12,14,3,7,2,4
35,57,3,20,11,15,3,7,2,3
36,57,3,21,10,16,3,7,2,3
37,57,3,22,9,17,3,6,1,3
38,57,3,22,9,18,3,6,1,3
39,57,3,21,8,19,3,6,2,3
40,57,3,20,7,20,3,6,2,3
41,57,4,19,6,21,3,6,2,3
42,57,5,18,5,20,3,6,2,3
43,57,5,17,5,19,3,6,2,3
44,57,6,16,4,18,3,5,2,3
45,57,7,15,3,17,3,5,2,3
46,57,8,14,3,16,3,5,2,3
47,57,9,13,2,15,3,5,3,3
48,57,10,12,2,14,3,5,3,3
49,57,11,12,1,13,3,5,3,3
50,57,10,11,1,12,3,5,3,3
51,57,9,11,0,11,3,5,4,3
52,57,8,10,0,11,3,5,4,3
53,57,7,10,0,10,3,5,4,3
54,57,6,10,0,9,3,6,5,3
55,57,5,10,0,8,3,6,5,3
56,57,4,10,0,7,3,6,5,3
57,57,3,9,0,7,3,6,6,3
58,57,3,9,0,6,3,6,6,3
0,58,2,8,1,6,2,7,6,2
1,58,2,8,2,6,2,7,6,2
2,58,2,8,3,5,3,7,7,3
3,58,2,8,4,5,4,8,7,4
4,58,2,8,5,4,5,8,8,5
5,58,2,8,6,4,6,8,8,6
6,58,2,8,7,4,7,9,8,7
7,58,2,8,8,4,8,9,9,8
8,58,2,8,9,4,9,9,9,9
9,58,2,8,10,3,10,10,9,10
10,58,2,8,11,3,11,11,8,11
11,58,2,8,12,3,12,12,8,12
12,58,2,8,13,3,12,13,8,13
13,58,2,8,14,3,11,14,7,14
14,58,2,8,15,3,10,15,7,15
15,58,2,9,16,4,9,16,6,16
16,58,2,9,17,4,9,17,6,17
17,58,2,9,18,4,8,16,5,18
18,58,2,9,19,4,7,15,5,17
19,58,2,9,20,4,6,15,5,16
20,58,2,10,21,5,6,14,4,15
21,58,2,10,22,5,5,14,4,14
22,58,2,11,23,6,4,13,4,13
23,58,2,11,23,6,4,13,3,12
24,58,2,12,22,7,3,12,3,11
25,58,2,12,21,7,2,12,3,11
26,58,2,13,20,8,2,11,2,10
27,58,2,13,19,8,2,11,2,9
28,58,2,14,18,9,2,10,2,8
29,58,2,15,17,10,2,10,2,7
30,58,2,16,16,11,2,9,2,6
31,58,2,17,15,12,2,9,2,5
32,58,2,17,14,12,2,9,2,5
33,58,2,18,13,13,2,8,2,4
34,58,2,19,12,14,2,8,2,3
35,58,2,20,11,15,2,8,2,3
36,58,2,21,10,16,2,7,2,2
37,58,2,22,10,17,2,7,2,2
38,58,2,22,9,18,2,7,2,2
39,58,2,21,8,19,2,7,2,2
40,58,3,20,7,20,2,7,2,2
41,58,4,19,6,21,2,7,2,2
42,58,4,18,6,20,2,7,2,2
43,58,5,17,5,19,2,6,2,2
44,58,6,16,4,18,2,6,2,2
45,58,7,15,4,17,2,6,2,2
46,58,8,14,3,16,2,6,2,2
47,58,9,13,3,15,2,6,2,2
48,58,10,12,2,14,2,6,2,2
49,58,11,11,2,13,2,6,2,2
50,58,10,11,2,12,2,6,3,2
51,58,9,10,1,12,2,6,3,2
52,58,8,10,1,11,2,6,3,2
53,58,7,9,1,10,2,6,4,2
54,58,6,9,1,9,2,6,4,2
55,58,5,9,0,8,2,7,4,2
56,58,4,9,1,8,2,7,5,2
57,58,3,9,1,7,2,7,5,2
58,58,2,8,1,7,2,7,5,2
