task,x,y,update,rep,environment
7,58,50,2728,878,50065
8,36,4,884,878,50065
9,37,43,9368,878,50065
1,34,17,564,482,50060
2,4,31,2028,482,50060
3,31,12,851,482,50060
4,35,29,3371,482,50060
5,10,28,1919,482,50060
6,28,17,1241,482,50060
7,22,7,1709,482,50060
8,52,46,37857,482,50060
9,24,24,4728,482,50060
1,29,32,1070,198,50048
2,19,22,2701,198,50048
3,38,26,3820,198,50048
4,47,23,12596,198,50048
5,21,28,3277,198,50048
6,31,22,3690,198,50048
7,10,16,2777,198,50048
8,38,57,1606,198,50048
9,41,3,38832,198,50048
1,59,1,11767,80,50047
2,12,10,4381,80,50047
3,57,35,28170,80,50047
4,45,58,8578,80,50047
5,21,29,2392,80,50047
6,31,29,1296,80,50047
7,47,25,13076,80,50047
8,1,29,7913,80,50047
9,35,2,59056,80,50047
1,34,23,744,176,50048
2,23,42,2248,176,50048
3,23,34,3965,176,50048
4,32,29,41052,176,50048
5,10,42,2831,176,50048
6,40,26,4503,176,50048
7,11,59,4979,176,50048
8,42,18,1468,176,50048
9,7,54,30210,176,50048
1,22,36,1335,101,50048
2,40,42,3477,101,50048
3,24,10,4239,101,50048
4,6,20,9611,101,50048
5,47,30,4508,101,50048
6,46,25,5586,101,50048
7,51,36,7920,101,50048
8,17,7,2372,101,50048
1,33,27,3502,19,50047
2,35,6,3255,19,50047
3,35,37,61422,19,50047
4,27,43,5187,19,50047
5,49,50,1109,19,50047
6,6,40,773,19,50047
7,53,48,4189,19,50047
8,32,30,3081,19,50047
9,53,26,24968,19,50047
1,5,55,1701,543,50061
2,18,27,2232,543,50061
3,19,21,35910,543,50061
4,59,22,912,543,50061
5,9,17,2495,543,50061
6,30,12,2694,543,50061
7,3,16,542,543,50061
8,24,13,3198,543,50061
9,26,10,42203,543,50061
1,11,25,2017,534,50061
2,6,13,3862,534,50061
3,15,20,8337,534,50061
4,3,36,595,534,50061
5,10,32,4046,534,50061
6,11,22,4981,534,50061
7,10,54,926,534,50061
8,32,41,5288,534,50061
9,5,26,8228,534,50061
1,30,47,2137,338,50013
2,43,25,2755,338,50013
3,32,54,4188,338,50013
4,41,30,2660,338,50013
5,46,44,957,338,50013
6,41,30,2739,338,50013
7,39,40,2784,338,50013
8,27,42,1579,338,50013
9,47,44,7836,338,50013
1,49,21,1806,192,50048
2,59,54,1958,192,50048
3,45,16,4418,192,50048
4,35,46,40446,192,50048
5,42,23,3579,192,50048
6,21,19,3086,192,50048
7,18,28,7077,192,50048
8,47,25,1446,192,50048
9,6,40,36326,192,50048
1,1,34,8546,13,50047
2,56,41,2670,13,50047
3,48,46,61875,13,50047
4,24,35,11156,13,50047
5,7,47,2128,13,50047
6,11,22,810,13,50047
7,32,20,7822,13,50047
8,10,43,5530,13,50047
1,3,13,9366,64,50047
2,29,26,2075,64,50047
4,9,39,13021,64,50047
5,19,25,1758,64,50047
6,55,35,1272,64,50047
7,21,11,11653,64,50047
8,34,31,10882,64,50047
9,58,42,81727,64,50047
1,34,13,4072,549,50061
2,26,23,4605,549,50061
3,19,30,5002,549,50061
4,58,26,974,549,50061
5,21,24,4304,549,50061
6,17,22,4334,549,50061
7,8,52,1836,549,50061
8,29,33,4781,549,50061
9,24,25,5361,549,50061
1,29,34,2566,332,50013
2,55,26,3645,332,50013
3,43,54,7403,332,50013
4,10,56,3602,332,50013
5,3,19,1663,332,50013
6,47,31,4659,332,50013
7,7,32,4102,332,50013
8,7,49,2302,332,50013
9,23,32,7771,332,50013
1,23,28,2312,345,50013
2,14,23,2865,345,50013
3,11,16,7015,345,50013
4,21,26,2698,345,50013
5,28,26,652,345,50013
6,20,1,4747,345,50013
7,24,32,3364,345,50013
8,55,26,1938,345,50013
9,9,9,7400,345,50013
1,28,12,963,466,50060
2,11,30,1605,466,50060
3,32,13,1135,466,50060
4,25,23,1783,466,50060
5,20,33,1956,466,50060
6,28,12,1128,466,50060
7,18,16,1488,466,50060
8,36,26,19941,466,50060
9,47,20,37805,466,50060
1,25,45,1313,411,50060
2,46,20,2582,411,50060
3,22,42,1637,411,50060
4,12,17,2519,411,50060
5,13,22,2988,411,50060
6,32,36,1136,411,50060
7,11,17,2446,411,50060
8,12,28,11012,411,50060
9,33,16,12778,411,50060
1,6,18,2036,488,50060
2,21,43,3519,488,50060
3,7,10,2488,488,50060
4,13,18,4073,488,50060
5,31,3,3305,488,50060
6,20,57,782,488,50060
7,13,19,2969,488,50060
8,42,30,10038,488,50060
9,34,24,9997,488,50060
1,25,35,3958,614,50062
2,20,5,1198,614,50062
3,42,46,5761,614,50062
4,19,17,8459,614,50062
5,58,44,42343,614,50062
6,2,33,1019,614,50062
7,45,27,5572,614,50062
8,27,45,4747,614,50062
9,40,29,36523,614,50062
1,20,40,4250,663,50062
2,52,54,2521,663,50062
3,38,20,9759,663,50062
4,34,6,9750,663,50062
5,38,8,42902,663,50062
6,11,44,1112,663,50062
7,32,45,5951,663,50062
8,53,29,11417,663,50062
9,44,7,41339,663,50062
1,45,42,14879,837,50065
2,36,22,4438,837,50065
3,48,15,4214,837,50065
4,30,20,4155,837,50065
5,50,1,5860,837,50065
6,14,28,624,837,50065
7,48,30,3532,837,50065
8,2,48,871,837,50065
9,16,24,16646,837,50065
1,28,36,9582,840,50065
2,30,32,4564,840,50065
3,31,33,4617,840,50065
4,29,40,4585,840,50065
5,28,35,4676,840,50065
6,55,10,2353,840,50065
7,19,30,3095,840,50065
8,58,51,1891,840,50065
9,24,7,19959,840,50065
1,21,21,4160,669,50062
2,22,26,2004,669,50062
3,27,58,8025,669,50062
4,50,7,9892,669,50062
5,58,15,66816,669,50062
6,18,45,1239,669,50062
7,46,49,7832,669,50062
8,46,56,6837,669,50062
1,21,17,2460,687,50062
2,18,34,702,687,50062
3,11,21,18257,687,50062
4,40,9,11799,687,50062
5,55,40,63001,687,50062
6,24,32,612,687,50062
7,58,21,13974,687,50062
8,59,10,11991,687,50062
9,56,41,63011,687,50062
1,37,3,1259,731,50063
2,2,25,2662,731,50063
3,21,43,3744,731,50063
4,26,15,3480,731,50063
5,9,37,2290,731,50063
6,10,48,1969,731,50063
7,27,16,10441,731,50063
8,27,31,3303,731,50063
9,14,20,17039,731,50063
1,34,47,2449,393,50013
2,36,15,21177,393,50013
3,42,39,35793,393,50013
4,48,48,6654,393,50013
5,45,14,685,393,50013
6,21,40,6555,393,50013
7,2,34,4735,393,50013
8,28,38,3975,393,50013
9,31,35,47547,393,50013
1,5,28,3093,506,50061
2,16,1,3611,506,50061
3,6,14,40557,506,50061
4,9,7,458,506,50061
5,52,18,4145,506,50061
6,53,24,2451,506,50061
7,4,19,2669,506,50061
8,15,20,4030,506,50061
9,14,51,23554,506,50061
1,25,38,2654,571,50061
2,24,8,3314,571,50061
3,12,23,11970,571,50061
4,36,50,1406,571,50061
5,19,38,2814,571,50061
6,17,39,2866,571,50061
7,38,46,1615,571,50061
8,8,1,3669,571,50061
9,17,16,20372,571,50061
1,20,22,691,133,50048
2,17,52,1257,133,50048
3,46,42,3892,133,50048
4,16,24,46847,133,50048
5,11,42,1712,133,50048
6,22,58,1852,133,50048
7,49,44,4041,133,50048
8,18,56,808,133,50048
9,2,55,19225,133,50048
1,29,52,772,144,50048
2,57,25,1796,144,50048
3,34,41,2961,144,50048
4,17,24,21871,144,50048
5,50,30,3136,144,50048
6,11,8,4166,144,50048
7,37,39,4776,144,50048
8,2,24,1533,144,50048
1,4,52,1778,429,50060
2,43,9,3248,429,50060
3,38,0,2600,429,50060
4,57,2,3196,429,50060
5,8,17,3162,429,50060
6,27,41,2006,429,50060
7,18,41,3200,429,50060
8,12,12,21502,429,50060
9,30,18,14946,429,50060
1,21,55,669,423,50060
2,14,19,5635,423,50060
3,2,18,2433,423,50060
4,25,28,5546,423,50060
5,36,24,6499,423,50060
6,24,1,1281,423,50060
7,32,16,3934,423,50060
8,37,27,21154,423,50060
9,30,13,24228,423,50060
1,21,46,1694,454,50060
2,19,39,2234,454,50060
3,8,47,2035,454,50060
4,17,17,2686,454,50060
5,8,55,2262,454,50060
6,28,45,1302,454,50060
7,16,26,2384,454,50060
8,39,11,9455,454,50060
9,37,32,10420,454,50060
1,21,20,1288,399,50013
2,12,15,1859,399,50013
3,21,18,9890,399,50013
4,52,23,2395,399,50013
5,17,24,729,399,50013
6,40,50,3035,399,50013
7,24,24,1638,399,50013
8,21,22,1327,399,50013
9,49,48,6328,399,50013
1,20,54,1750,377,50013
2,26,42,2510,377,50013
3,39,35,18140,377,50013
4,26,47,2418,377,50013
5,8,50,859,377,50013
6,31,48,2831,377,50013
7,27,30,2714,377,50013
8,16,48,2185,377,50013
9,49,50,4521,377,50013
1,2,10,823,595,50061
2,27,1,4262,595,50061
3,19,38,7790,595,50061
4,58,5,1298,595,50061
5,9,11,3687,595,50061
6,22,4,3864,595,50061
7,5,12,670,595,50061
8,27,1,4262,595,50061
9,16,15,4054,595,50061
1,35,20,18866,56,50047
2,6,8,2153,56,50047
3,54,19,31245,56,50047
4,49,36,14384,56,50047
5,8,15,2067,56,50047
6,20,34,1275,56,50047
7,44,38,29745,56,50047
8,39,30,8476,56,50047
1,6,58,30015,21,50047
2,43,24,2088,21,50047
3,53,45,92560,21,50047
4,37,45,30297,21,50047
5,42,2,1465,21,50047
6,26,12,1247,21,50047
7,22,34,25958,21,50047
8,1,43,16364,21,50047
9,51,20,96486,21,50047
1,53,15,1325,139,50048
2,40,23,3069,139,50048
3,30,45,4696,139,50048
5,36,15,3932,139,50048
6,27,28,4242,139,50048
7,11,40,5253,139,50048
8,48,23,2272,139,50048
1,52,57,1400,598,50061
2,21,20,2735,598,50061
3,22,15,24906,598,50061
4,28,59,900,598,50061
5,25,27,2962,598,50061
6,14,25,2545,598,50061
7,51,56,1373,598,50061
8,2,2,4293,598,50061
9,24,21,22408,598,50061
1,20,50,3048,576,50061
2,6,15,3651,576,50061
3,12,21,29378,576,50061
4,22,7,1061,576,50061
5,2,37,4349,576,50061
6,3,40,4452,576,50061
7,29,17,2353,576,50061
8,35,18,5197,576,50061
9,20,19,31460,576,50061
1,34,38,2292,501,50061
2,7,22,3464,501,50061
3,29,24,10661,501,50061
4,42,53,1173,501,50061
5,20,15,3345,501,50061
6,11,12,3827,501,50061
7,32,38,2236,501,50061
8,27,15,5156,501,50061
9,17,16,10721,501,50061
1,7,44,1697,394,50013
2,14,23,4099,394,50013
3,30,38,8770,394,50013
4,9,21,4282,394,50013
5,1,36,999,394,50013
6,50,23,4949,394,50013
7,34,20,2330,394,50013
8,1,35,1036,394,50013
9,40,40,8192,394,50013
1,19,40,444,143,50048
2,53,48,4540,143,50048
3,20,50,5513,143,50048
4,29,46,19172,143,50048
5,15,20,4674,143,50048
6,15,52,3613,143,50048
7,58,27,8504,143,50048
8,55,29,3384,143,50048
9,29,27,17091,143,50048
1,30,54,1028,134,50048
2,36,50,1766,134,50048
3,28,55,1530,134,50048
4,39,58,9555,134,50048
5,13,42,4680,134,50048
6,23,52,3580,134,50048
7,31,46,5148,134,50048
8,29,56,1127,134,50048
9,16,6,34929,134,50048
1,31,23,2867,459,50060
2,40,37,3663,459,50060
3,42,25,2783,459,50060
4,31,37,4657,459,50060
5,48,9,4048,459,50060
6,32,28,1789,459,50060
7,31,40,3556,459,50060
8,22,40,9921,459,50060
9,37,24,15062,459,50060
1,32,8,1525,453,50060
2,27,39,8117,453,50060
3,18,35,3127,453,50060
4,28,47,10548,453,50060
5,37,56,5204,453,50060
6,48,57,615,453,50060
7,31,37,3342,453,50060
8,28,26,22475,453,50060
9,44,35,26413,453,50060
1,4,41,765,424,50060
2,25,32,5474,424,50060
3,9,8,2876,424,50060
4,18,2,5699,424,50060
5,7,39,5780,424,50060
6,5,37,1155,424,50060
7,20,10,3370,424,50060
8,15,23,61605,424,50060
9,5,21,42801,424,50060
1,33,45,4282,592,50061
2,39,16,5782,592,50061
3,24,12,21500,592,50061
4,2,15,1112,592,50061
5,28,24,5707,592,50061
6,21,15,5771,592,50061
7,29,27,2371,592,50061
8,19,20,6251,592,50061
9,20,15,18723,592,50061
1,17,14,3849,307,50013
2,30,8,4236,307,50013
3,32,35,36358,307,50013
4,29,8,4198,307,50013
5,20,53,2275,307,50013
6,31,2,4307,307,50013
7,39,13,4240,307,50013
8,12,37,2254,307,50013
9,36,37,35772,307,50013
1,48,8,1469,370,50013
2,35,20,6072,370,50013
3,43,19,24153,370,50013
4,3,2,3041,370,50013
5,26,2,1065,370,50013
6,32,30,4087,370,50013
7,59,19,2009,370,50013
8,36,16,785,370,50013
9,50,19,22729,370,50013
1,48,1,6355,26,50047
2,0,39,5661,26,50047
4,26,21,10692,26,50047
5,9,48,1641,26,50047
6,45,37,593,26,50047
7,5,52,11734,26,50047
8,1,41,3415,26,50047
9,11,36,88547,26,50047
1,52,33,3702,51,50047
2,17,10,3153,51,50047
4,17,12,4981,51,50047
5,29,56,1094,51,50047
6,48,6,936,51,50047
7,56,53,7665,51,50047
8,45,16,2780,51,50047
1,57,45,1295,149,50048
2,23,46,1794,149,50048
3,48,14,2772,149,50048
4,27,24,17340,149,50048
5,55,36,3177,149,50048
6,51,23,2988,149,50048
7,48,40,4497,149,50048
8,51,27,1006,149,50048
9,14,25,13720,149,50048
1,10,2,4410,664,50062
2,53,16,1519,664,50062
3,44,18,6494,664,50062
4,52,6,6226,664,50062
5,11,5,75537,664,50062
6,42,58,524,664,50062
7,53,15,2114,664,50062
8,9,49,4976,664,50062
1,33,30,1910,613,50062
2,34,30,1459,613,50062
3,26,44,19647,613,50062
4,42,3,13020,613,50062
5,2,15,38700,613,50062
6,28,48,1315,613,50062
7,41,32,7520,613,50062
8,42,2,11819,613,50062
9,20,33,38272,613,50062
1,15,26,7315,847,50065
2,39,25,3395,847,50065
3,50,30,3826,847,50065
4,35,27,2831,847,50065
5,48,34,3779,847,50065
6,6,43,2376,847,50065
7,25,27,2415,847,50065
8,9,37,926,847,50065
9,43,42,4649,847,50065
1,17,33,41400,830,50065
2,28,14,4683,830,50065
3,10,53,3837,830,50065
4,38,47,6739,830,50065
5,39,23,5779,830,50065
6,2,18,1183,830,50065
7,20,18,3264,830,50065
8,51,26,1372,830,50065
9,43,40,38718,830,50065
1,10,35,4276,680,50062
2,52,59,2705,680,50062
3,2,18,18067,680,50062
4,58,10,8296,680,50062
6,19,8,883,680,50062
7,53,15,10174,680,50062
8,44,15,11940,680,50062
1,23,56,2412,619,50062
2,58,15,738,619,50062
3,10,10,8020,619,50062
4,48,18,4156,619,50062
5,15,41,65577,619,50062
6,49,42,694,619,50062
7,2,58,4418,619,50062
8,3,3,6240,619,50062
9,36,19,39194,619,50062
1,31,0,1830,485,50060
2,34,49,4711,485,50060
3,18,0,3028,485,50060
4,16,38,4715,485,50060
5,35,25,5636,485,50060
6,7,43,1560,485,50060
7,18,20,3372,485,50060
8,37,31,30766,485,50060
9,34,27,34452,485,50060
1,33,59,1089,106,50048
2,54,31,1914,106,50048
3,26,37,3800,106,50048
4,26,58,23475,106,50048
5,34,21,3615,106,50048
6,19,8,4411,106,50048
7,2,45,4518,106,50048
8,33,11,816,106,50048
9,26,31,36117,106,50048
1,42,15,1278,171,50048
2,1,19,3585,171,50048
3,25,12,4230,171,50048
4,33,11,48264,171,50048
5,26,16,4266,171,50048
6,30,10,4149,171,50048
7,36,14,4589,171,50048
8,36,7,2164,171,50048
9,23,31,46625,171,50048
1,29,19,5658,69,50047
2,57,16,881,69,50047
3,34,24,16663,69,50047
4,38,32,6028,69,50047
5,4,11,2462,69,50047
6,41,28,2046,69,50047
7,22,13,4964,69,50047
8,22,12,5009,69,50047
9,58,45,37722,69,50047
1,12,11,8184,87,50047
2,25,54,4629,87,50047
3,11,11,62954,87,50047
4,33,9,8853,87,50047
5,4,28,1236,87,50047
6,39,24,1094,87,50047
7,12,13,7986,87,50047
8,12,14,8150,87,50047
1,33,18,1652,348,50013
2,15,31,2242,348,50013
3,15,37,2747,348,50013
4,27,17,2264,348,50013
5,27,14,784,348,50013
6,45,33,2514,348,50013
7,38,26,2034,348,50013
8,32,14,1347,348,50013
9,37,55,4096,348,50013
1,44,26,2472,533,50061
2,20,9,3001,533,50061
3,27,7,6900,533,50061
4,9,47,1075,533,50061
5,21,28,3739,533,50061
6,19,25,4989,533,50061
7,3,48,1446,533,50061
8,13,25,3283,533,50061
9,10,13,8568,533,50061
1,29,45,2992,544,50061
2,29,15,4498,544,50061
3,27,25,21536,544,50061
4,54,12,1023,544,50061
5,31,39,3853,544,50061
6,42,22,3253,544,50061
7,8,39,1993,544,50061
8,25,16,4873,544,50061
9,20,17,63078,544,50061
1,1,20,21680,63,50047
2,22,25,1378,63,50047
3,38,51,98770,63,50047
4,25,19,2518,63,50047
5,22,28,1236,63,50047
6,42,51,1536,63,50047
7,51,18,15369,63,50047
8,39,56,17298,63,50047
9,24,15,59137,63,50047
1,59,42,7311,14,50047
2,19,12,3673,14,50047
3,44,18,44398,14,50047
4,15,57,5862,14,50047
5,26,56,2644,14,50047
6,56,30,764,14,50047
7,27,33,7761,14,50047
8,45,3,7159,14,50047
9,30,39,47290,14,50047
1,39,22,1045,195,50048
2,2,4,2801,195,50048
3,40,45,5361,195,50048
4,33,39,8890,195,50048
5,9,0,4882,195,50048
6,52,16,3281,195,50048
7,32,29,4887,195,50048
8,32,21,1233,195,50048
9,26,33,8880,195,50048
1,26,19,2578,342,50013
2,18,36,2919,342,50013
3,42,33,18328,342,50013
4,15,10,4185,342,50013
5,31,54,1213,342,50013
6,51,21,3933,342,50013
7,29,22,3257,342,50013
8,16,53,943,342,50013
9,27,53,21860,342,50013
1,33,15,1599,335,50013
2,33,21,1258,335,50013
3,46,47,3060,335,50013
4,29,19,1923,335,50013
5,30,56,1407,335,50013
6,37,42,3816,335,50013
7,22,31,2178,335,50013
8,37,22,538,335,50013
9,29,55,5812,335,50013
1,48,26,1925,539,50061
2,28,20,2916,539,50061
3,27,37,7751,539,50061
4,47,19,391,539,50061
5,45,24,1555,539,50061
6,47,27,1886,539,50061
7,46,23,1569,539,50061
8,46,14,2069,539,50061
9,12,20,10700,539,50061
1,25,36,1686,416,50060
2,15,57,3200,416,50060
3,25,26,2366,416,50060
4,31,30,4372,416,50060
5,13,23,3020,416,50060
6,9,11,1404,416,50060
7,12,31,2506,416,50060
8,28,25,16862,416,50060
9,21,23,53145,416,50060
1,54,56,1305,461,50060
2,41,55,2549,461,50060
3,33,59,2300,461,50060
4,13,16,3979,461,50060
5,39,1,3148,461,50060
6,1,48,1312,461,50060
7,22,5,3260,461,50060
8,40,33,22497,461,50060
9,39,27,7425,461,50060
1,37,39,38624,802,50065
2,24,37,4162,802,50065
3,48,7,4473,802,50065
4,55,13,3461,802,50065
5,43,2,4138,802,50065
6,6,3,794,802,50065
7,40,47,2745,802,50065
8,17,32,955,802,50065
9,46,19,37644,802,50065
1,47,41,8898,875,50065
2,16,25,3220,875,50065
3,9,3,2945,875,50065
4,36,34,3461,875,50065
5,33,11,3387,875,50065
6,42,51,1300,875,50065
7,2,41,1944,875,50065
8,20,34,885,875,50065
9,44,49,5973,875,50065
1,43,13,3089,621,50062
2,33,9,2393,621,50062
3,51,12,8738,621,50062
4,48,59,9445,621,50062
5,24,25,11294,621,50062
6,5,3,547,621,50062
7,44,36,3523,621,50062
8,14,35,5090,621,50062
9,25,59,12337,621,50062
1,32,1,4495,656,50062
2,32,51,2245,656,50062
3,43,4,6157,656,50062
4,20,17,3910,656,50062
5,13,32,21729,656,50062
6,58,1,1177,656,50062
7,29,5,4785,656,50062
8,49,8,4309,656,50062
9,18,19,85737,656,50062
1,15,33,1694,704,50063
2,19,39,2432,704,50063
3,4,10,3070,704,50063
4,23,17,4088,704,50063
5,20,32,2142,704,50063
6,14,45,1441,704,50063
7,29,13,6086,704,50063
8,11,5,3105,704,50063
9,19,33,12334,704,50063
1,41,33,17075,808,50065
2,20,4,3573,808,50065
3,20,58,4286,808,50065
4,25,59,4255,808,50065
5,14,12,5489,808,50065
6,54,19,2249,808,50065
7,18,9,3293,808,50065
8,33,45,1060,808,50065
9,34,47,11604,808,50065
1,40,42,32786,891,50065
2,32,30,2518,891,50065
3,47,0,3376,891,50065
4,39,29,2980,891,50065
5,29,28,4814,891,50065
6,37,31,1739,891,50065
7,29,30,2362,891,50065
8,25,32,955,891,50065
9,40,10,4097,891,50065
1,32,55,1959,518,50061
2,4,13,4380,518,50061
3,44,25,21010,518,50061
4,44,57,549,518,50061
5,31,37,3256,518,50061
6,37,29,3349,518,50061
7,36,55,991,518,50061
8,34,31,3357,518,50061
9,44,25,21011,518,50061
1,36,55,2540,581,50061
2,16,29,3549,581,50061
3,20,13,5552,581,50061
4,0,33,860,581,50061
5,50,40,2714,581,50061
6,32,34,5055,581,50061
7,1,53,1234,581,50061
8,39,57,5569,581,50061
9,35,14,8892,581,50061
1,12,22,2045,314,50013
2,38,56,2672,314,50013
3,54,46,25273,314,50013
4,29,37,2609,314,50013
5,25,57,973,314,50013
6,34,25,2586,314,50013
7,37,47,2635,314,50013
8,33,5,1520,314,50013
9,52,41,25082,314,50013
1,45,10,1214,363,50013
2,4,25,3004,363,50013
3,54,38,16585,363,50013
4,25,36,2566,363,50013
5,47,3,451,363,50013
6,53,18,4812,363,50013
7,49,7,2199,363,50013
8,43,13,1030,363,50013
9,36,14,12724,363,50013
1,57,24,10997,35,50047
2,6,15,2889,35,50047
3,58,27,57953,35,50047
4,35,26,7145,35,50047
5,41,18,1577,35,50047
6,23,5,1585,35,50047
7,47,41,4508,35,50047
8,11,0,3629,35,50047
9,58,1,54574,35,50047
1,1,11,9335,42,50047
2,30,20,2998,42,50047
3,9,28,48516,42,50047
4,7,27,4104,42,50047
5,30,20,2998,42,50047
6,39,56,1816,42,50047
7,20,10,9285,42,50047
8,10,25,4187,42,50047
9,1,39,46080,42,50047
1,34,9,1558,440,50060
2,39,28,3425,440,50060
3,42,19,2153,440,50060
4,37,27,3492,440,50060
5,30,27,3507,440,50060
6,6,58,1138,440,50060
7,12,37,2675,440,50060
8,45,25,5860,440,50060
9,45,25,5770,440,50060
1,42,36,1034,437,50060
2,46,17,2587,437,50060
3,42,9,2562,437,50060
4,33,33,3560,437,50060
5,48,16,2612,437,50060
6,48,33,1733,437,50060
7,48,30,3947,437,50060
8,33,27,18170,437,50060
9,10,28,5275,437,50060
1,28,54,6350,565,50061
2,21,20,6969,565,50061
3,6,16,39090,565,50061
4,50,45,1670,565,50061
5,25,30,7057,565,50061
6,21,37,6357,565,50061
7,5,26,1594,565,50061
8,28,21,7391,565,50061
9,30,2,92562,565,50061
1,6,9,1728,512,50061
2,12,18,2180,512,50061
3,24,7,28702,512,50061
4,18,47,1210,512,50061
5,14,14,8257,512,50061
6,53,23,7184,512,50061
7,16,52,1309,512,50061
8,10,9,8949,512,50061
9,21,9,28696,512,50061
1,32,10,2298,387,50013
2,18,21,3535,387,50013
3,50,26,20560,387,50013
4,15,59,3333,387,50013
5,40,3,1671,387,50013
6,15,38,4439,387,50013
7,44,22,3246,387,50013
8,2,29,1889,387,50013
9,37,53,19824,387,50013
1,21,32,3234,369,50013
2,58,36,4692,369,50013
4,38,47,2330,369,50013
5,9,56,1655,369,50013
6,15,29,5536,369,50013
7,18,30,3382,369,50013
8,5,32,1316,369,50013
1,9,53,3941,48,50047
2,26,19,3105,48,50047
3,48,49,15666,48,50047
4,16,52,6063,48,50047
5,39,41,2515,48,50047
6,38,59,965,48,50047
7,51,52,6561,48,50047
8,53,43,3004,48,50047
9,32,12,43807,48,50047
1,57,20,1661,150,50048
2,44,25,2139,150,50048
3,13,58,8909,150,50048
4,46,16,66518,150,50048
5,8,42,4086,150,50048
6,9,27,3176,150,50048
7,19,28,4962,150,50048
8,46,37,962,150,50048
9,46,36,61181,150,50048
1,50,11,665,127,50048
2,47,55,1782,127,50048
3,42,25,3942,127,50048
4,38,14,16113,127,50048
5,12,40,4315,127,50048
6,47,32,4195,127,50048
7,45,19,5498,127,50048
8,59,57,1559,127,50048
9,37,49,18540,127,50048
1,44,27,2205,693,50062
2,48,2,442,693,50062
3,41,3,9615,693,50062
4,40,12,6825,693,50062
5,4,6,32701,693,50062
6,50,41,1352,693,50062
7,40,30,7988,693,50062
8,1,17,9775,693,50062
9,30,33,38284,693,50062
1,45,1,19634,829,50065
2,1,16,3789,829,50065
3,33,21,5885,829,50065
4,23,48,12736,829,50065
5,53,17,7992,829,50065
6,59,37,1328,829,50065
7,13,21,3783,829,50065
8,22,29,2261,829,50065
9,52,24,19195,829,50065
1,26,40,1854,677,50062
2,25,37,1515,677,50062
3,10,26,26269,677,50062
4,29,57,12213,677,50062
5,49,14,66809,677,50062
6,18,55,855,677,50062
7,57,58,10624,677,50062
8,13,56,9979,677,50062
1,8,51,1762,699,50062
2,56,45,1416,699,50062
3,43,18,5737,699,50062
4,43,23,10544,699,50062
5,38,15,18983,699,50062
6,32,35,823,699,50062
7,0,49,11171,699,50062
8,41,21,11798,699,50062
9,24,1,26174,699,50062
1,3,38,4175,4,50047
2,36,31,2966,4,50047
4,53,36,31310,4,50047
5,5,52,1209,4,50047
6,23,37,1747,4,50047
7,25,6,33803,4,50047
8,6,37,9234,4,50047
1,33,47,22197,854,50065
2,2,15,2184,854,50065
3,11,17,2212,854,50065
4,35,30,2820,854,50065
5,3,28,2360,854,50065
6,8,13,1595,854,50065
7,55,23,2021,854,50065
8,53,5,1599,854,50065
9,42,44,21589,854,50065
1,38,23,37757,823,50065
2,9,27,4144,823,50065
3,26,17,2702,823,50065
4,12,36,4074,823,50065
5,21,20,4657,823,50065
6,8,15,1594,823,50065
7,18,38,2527,823,50065
8,23,15,1179,823,50065
9,42,38,13822,823,50065
1,55,48,2868,405,50060
2,52,43,3007,405,50060
3,41,0,1407,405,50060
4,22,12,4457,405,50060
5,24,10,4836,405,50060
6,8,53,2406,405,50060
7,20,18,4325,405,50060
8,36,25,10975,405,50060
9,31,26,11043,405,50060
1,29,12,1062,186,50048
2,45,16,2599,186,50048
3,28,45,4751,186,50048
4,25,27,86740,186,50048
5,32,37,3666,186,50048
6,15,25,4161,186,50048
7,40,27,5711,186,50048
8,48,11,2224,186,50048
9,3,34,97425,186,50048
1,16,40,705,168,50048
2,22,26,1413,168,50048
3,28,31,3099,168,50048
4,38,19,17088,168,50048
5,16,19,2091,168,50048
6,16,17,2580,168,50048
7,23,32,2787,168,50048
8,20,55,1113,168,50048
9,5,49,16465,168,50048
1,20,55,9813,70,50047
2,48,59,1922,70,50047
3,31,10,28370,70,50047
4,32,22,8573,70,50047
5,49,0,1959,70,50047
6,40,11,1477,70,50047
7,7,22,6187,70,50047
8,8,25,7380,70,50047
9,36,16,60983,70,50047
1,46,34,1891,351,50013
2,17,10,2827,351,50013
3,11,24,15869,351,50013
4,24,31,2507,351,50013
5,58,41,1278,351,50013
6,40,34,4907,351,50013
7,9,42,2386,351,50013
8,47,37,1816,351,50013
9,15,23,19327,351,50013
1,18,52,4100,326,50013
2,33,17,5255,326,50013
3,48,21,7191,326,50013
4,41,26,4764,326,50013
5,13,53,1389,326,50013
6,17,35,4705,326,50013
7,42,31,4663,326,50013
8,37,49,1527,326,50013
9,43,19,6839,326,50013
1,6,58,19717,94,50047
2,15,29,2223,94,50047
4,26,56,8274,94,50047
5,26,57,1626,94,50047
6,12,32,992,94,50047
7,58,26,24277,94,50047
8,28,45,8616,94,50047
1,32,16,759,115,50048
2,25,22,1793,115,50048
3,43,24,3224,115,50048
4,57,26,10488,115,50048
5,41,28,3041,115,50048
6,32,15,3139,115,50048
7,14,24,2704,115,50048
8,29,30,1395,115,50048
9,33,49,8742,115,50048
1,5,33,750,162,50048
2,22,29,1423,162,50048
3,40,12,3927,162,50048
4,15,38,56200,162,50048
5,33,25,2552,162,50048
