task,x,y,update,rep,environment
5,10,33,3433,15067,50063
6,28,28,7245,15067,50063
7,21,24,4302,15067,50063
8,25,37,28016,15067,50063
9,28,16,27704,15067,50063
1,24,59,1948,1383,50061
2,57,37,3847,1383,50061
3,37,22,8794,1383,50061
4,59,30,5204,1383,50061
5,2,20,6862,1383,50061
6,27,53,11529,1383,50061
7,59,24,9300,1383,50061
8,21,17,50429,1383,50061
9,14,17,60843,1383,50061
1,33,57,1652,1749,50013
2,20,9,705,1749,50013
3,22,43,4137,1749,50013
4,26,29,3234,1749,50013
5,19,42,5624,1749,50013
6,2,20,4739,1749,50013
7,47,14,6792,1749,50013
8,39,38,12800,1749,50013
9,25,6,18605,1749,50013
1,27,2,715,12037,50048
2,42,3,1019,12037,50048
3,52,15,2481,12037,50048
4,41,2,1069,12037,50048
5,23,6,3370,12037,50048
6,43,5,2161,12037,50048
7,41,22,3593,12037,50048
8,30,36,7389,12037,50048
9,22,41,10516,12037,50048
1,41,47,1372,1133,50047
2,48,18,1032,1133,50047
3,52,41,7038,1133,50047
4,42,16,4152,1133,50047
5,47,18,4094,1133,50047
6,59,35,6787,1133,50047
7,23,11,5985,1133,50047
8,56,36,15166,1133,50047
9,34,36,14560,1133,50047
1,53,26,1484,1144,50047
2,42,51,2478,1144,50047
3,46,58,8227,1144,50047
4,54,18,4267,1144,50047
5,40,3,6215,1144,50047
6,53,59,7833,1144,50047
7,27,24,12001,1144,50047
8,53,12,41342,1144,50047
1,42,1,1797,1734,50013
2,16,10,2481,1734,50013
3,24,8,4988,1734,50013
4,27,8,3140,1734,50013
5,0,13,3879,1734,50013
6,13,21,4541,1734,50013
7,7,10,4372,1734,50013
8,7,20,7531,1734,50013
9,54,21,9879,1734,50013
1,56,23,2186,1743,50013
2,41,19,2161,1743,50013
3,16,23,3443,1743,50013
4,50,29,2882,1743,50013
5,12,21,3413,1743,50013
6,10,31,3935,1743,50013
7,17,44,3507,1743,50013
8,42,19,5923,1743,50013
9,16,17,5595,1743,50013
1,5,18,891,1139,50047
2,53,8,1631,1139,50047
3,57,58,8856,1139,50047
4,44,51,2453,1139,50047
5,28,3,9328,1139,50047
6,2,22,9041,1139,50047
7,7,3,14287,1139,50047
9,6,28,18972,1139,50047
1,59,45,1598,1310,50061
2,47,13,1591,1310,50061
3,25,41,3771,1310,50061
4,50,11,2028,1310,50061
5,5,14,3616,1310,50061
6,29,43,3510,1310,50061
7,34,26,4077,1310,50061
8,1,20,56598,1310,50061
9,25,17,69486,1310,50061
1,30,47,1239,1389,50061
2,36,48,1231,1389,50061
3,20,7,3303,1389,50061
4,28,50,1744,1389,50061
5,22,38,2507,1389,50061
6,31,50,1956,1389,50061
7,20,19,2971,1389,50061
8,30,21,7005,1389,50061
9,21,11,5966,1389,50061
1,16,58,1543,1410,50062
2,13,59,1540,1410,50062
3,46,54,16182,1410,50062
4,53,3,7301,1410,50062
5,0,37,3758,1410,50062
6,54,28,11248,1410,50062
7,48,13,15331,1410,50062
8,23,21,88358,1410,50062
9,38,15,66268,1410,50062
1,43,51,1916,1084,50060
2,31,37,1780,1084,50060
3,29,45,5624,1084,50060
4,0,50,2654,1084,50060
5,4,37,3313,1084,50060
6,11,52,5829,1084,50060
7,15,54,5756,1084,50060
8,31,24,36414,1084,50060
9,57,30,12615,1084,50060
1,37,29,2313,1467,50062
2,39,49,3336,1467,50062
3,10,44,9331,1467,50062
4,14,16,4032,1467,50062
5,52,14,9934,1467,50062
6,5,33,6646,1467,50062
7,54,23,11290,1467,50062
8,38,46,51130,1467,50062
9,52,47,50296,1467,50062
1,59,4,1184,1489,50062
2,27,39,1099,1489,50062
3,49,12,7262,1489,50062
4,52,12,5955,1489,50062
5,43,0,6211,1489,50062
6,8,16,4165,1489,50062
7,12,15,11405,1489,50062
8,6,18,41927,1489,50062
9,25,50,58627,1489,50062
1,20,51,1167,1662,50065
2,5,33,1089,1662,50065
3,8,49,3573,1662,50065
4,10,49,3453,1662,50065
5,24,58,2680,1662,50065
6,7,38,2361,1662,50065
7,38,56,4623,1662,50065
8,54,57,10510,1662,50065
9,58,55,12730,1662,50065
1,53,24,1456,1615,50065
2,44,12,2611,1615,50065
3,15,2,3830,1615,50065
4,13,17,2691,1615,50065
5,31,47,2942,1615,50065
6,26,4,3746,1615,50065
7,30,37,4002,1615,50065
8,41,28,9131,1615,50065
9,33,46,7925,1615,50065
1,37,53,999,16012,50065
2,5,38,2475,16012,50065
3,52,12,5621,16012,50065
4,2,39,3312,16012,50065
5,31,29,5114,16012,50065
6,23,25,4817,16012,50065
7,36,51,7874,16012,50065
8,7,21,17597,16012,50065
9,33,42,16225,16012,50065
1,54,4,1021,1538,50063
2,39,30,1899,1538,50063
3,30,29,2821,1538,50063
4,39,33,2555,1538,50063
5,42,33,2950,1538,50063
6,35,33,2341,1538,50063
7,10,20,3446,1538,50063
8,32,20,9228,1538,50063
9,25,17,8531,1538,50063
1,5,1,1884,1297,50048
2,2,14,1215,1297,50048
3,21,4,3873,1297,50048
4,44,19,2986,1297,50048
5,34,19,4200,1297,50048
6,18,52,3386,1297,50048
7,28,21,3999,1297,50048
8,43,19,6447,1297,50048
9,37,13,7515,1297,50048
1,55,32,1157,1204,50048
2,54,32,1278,1204,50048
3,50,37,3878,1204,50048
4,6,7,3052,1204,50048
5,36,10,4490,1204,50048
6,55,21,3894,1204,50048
7,35,19,5228,1204,50048
8,34,24,11593,1204,50048
9,44,21,11186,1204,50048
1,51,27,1037,1017,50060
2,50,20,1480,1017,50060
3,45,41,1819,1017,50060
4,53,25,1384,1017,50060
5,24,41,2059,1017,50060
6,28,37,3118,1017,50060
7,26,38,3274,1017,50060
8,40,14,19243,1017,50060
9,14,18,14457,1017,50060
1,22,14,1302,1483,50062
2,56,45,1138,1483,50062
3,41,8,6855,1483,50062
4,15,28,5591,1483,50062
5,32,17,10617,1483,50062
6,42,45,6472,1483,50062
7,27,12,11859,1483,50062
8,10,19,29521,1483,50062
9,12,14,24985,1483,50062
1,25,24,1275,1060,50060
2,29,20,1081,1060,50060
3,31,3,1909,1060,50060
4,29,21,1244,1060,50060
5,30,22,2834,1060,50060
6,30,25,2951,1060,50060
7,34,26,2818,1060,50060
8,26,20,3326,1060,50060
9,39,21,5431,1060,50060
1,19,33,1678,16018,50065
2,4,38,2390,16018,50065
3,31,25,3951,16018,50065
4,14,29,2959,16018,50065
5,11,37,4164,16018,50065
6,20,11,3536,16018,50065
7,22,22,4693,16018,50065
8,51,40,14568,16018,50065
9,33,39,19632,16018,50065
1,40,41,1128,1118,50047
2,8,14,2158,1118,50047
3,15,23,17610,1118,50047
4,8,29,6598,1118,50047
5,8,35,8865,1118,50047
6,58,26,13230,1118,50047
7,20,28,5370,1118,50047
8,54,25,50620,1118,50047
9,8,24,97162,1118,50047
1,45,51,911,1181,50047
2,4,50,1888,1181,50047
3,21,2,6278,1181,50047
4,15,48,5655,1181,50047
5,21,31,18825,1181,50047
6,39,42,10086,1181,50047
7,0,26,3313,1181,50047
8,6,25,21686,1181,50047
9,44,46,88504,1181,50047
1,16,30,1924,1762,50013
2,48,17,1699,1762,50013
3,46,52,9901,1762,50013
4,6,30,2533,1762,50013
5,11,25,2861,1762,50013
6,59,28,3597,1762,50013
7,53,41,4146,1762,50013
8,33,37,44135,1762,50013
9,54,16,49975,1762,50013
1,26,31,570,1331,50061
2,5,16,962,1331,50061
3,31,35,2918,1331,50061
4,37,19,1672,1331,50061
5,26,12,2214,1331,50061
6,28,7,2619,1331,50061
7,28,17,2928,1331,50061
8,20,4,3646,1331,50061
9,25,11,3332,1331,50061
1,53,32,1346,13009,50061
2,0,58,1774,13009,50061
3,50,15,3882,13009,50061
4,12,34,2994,13009,50061
5,12,6,5061,13009,50061
6,54,22,3613,13009,50061
7,26,17,4039,13009,50061
8,17,23,29256,13009,50061
9,23,25,17499,13009,50061
1,58,44,1732,15046,50063
2,44,24,1392,15046,50063
3,25,7,5128,15046,50063
4,3,1,3852,15046,50063
5,7,13,4115,15046,50063
6,7,28,4911,15046,50063
7,20,21,5333,15046,50063
8,19,41,10396,15046,50063
9,20,11,5870,15046,50063
1,41,6,1046,15031,50063
2,20,11,1345,15031,50063
3,50,31,2672,15031,50063
4,14,33,2256,15031,50063
5,7,43,2558,15031,50063
6,32,34,3217,15031,50063
7,24,22,5366,15031,50063
8,28,15,17053,15031,50063
9,33,19,16837,15031,50063
1,8,25,582,13003,50061
2,29,58,1494,13003,50061
3,36,1,2986,13003,50061
4,47,53,2043,13003,50061
5,15,15,3557,13003,50061
6,32,2,2598,13003,50061
7,35,27,3457,13003,50061
8,19,14,3863,13003,50061
9,25,14,3787,13003,50061
1,14,9,1915,1165,50047
2,23,38,2483,1165,50047
3,43,16,18817,1165,50047
4,9,3,2774,1165,50047
5,5,9,4362,1165,50047
6,46,15,18656,1165,50047
7,4,40,15761,1165,50047
8,29,37,28033,1165,50047
9,32,7,41021,1165,50047
1,47,1,753,1112,50047
2,54,14,3157,1112,50047
3,1,28,8995,1112,50047
4,14,11,6326,1112,50047
5,54,2,2617,1112,50047
6,50,47,7635,1112,50047
7,15,6,9636,1112,50047
9,27,6,33792,1112,50047
1,57,15,1625,1786,50013
2,56,11,1418,1786,50013
3,35,38,4650,1786,50013
4,47,4,1736,1786,50013
5,16,25,3808,1786,50013
6,14,8,3591,1786,50013
7,27,45,5122,1786,50013
8,27,46,10960,1786,50013
9,25,46,10952,1786,50013
1,0,52,1033,12016,50048
2,26,17,511,12016,50048
3,57,12,1504,12016,50048
4,28,16,957,12016,50048
5,31,16,2097,12016,50048
6,56,10,1342,12016,50048
7,53,26,2298,12016,50048
8,57,48,8348,12016,50048
9,25,1,7137,12016,50048
1,7,15,1464,1768,50013
2,35,54,1184,1768,50013
3,36,58,5017,1768,50013
4,37,53,1260,1768,50013
5,21,23,2561,1768,50013
6,20,27,4227,1768,50013
7,22,21,2855,1768,50013
8,20,29,18147,1768,50013
9,42,24,19478,1768,50013
1,36,8,1747,1627,50065
2,9,45,2010,1627,50065
3,36,17,4266,1627,50065
4,7,49,1992,1627,50065
5,13,53,2873,1627,50065
6,18,24,7914,1627,50065
7,52,46,3102,1627,50065
8,36,34,34278,1627,50065
9,47,51,62186,1627,50065
1,40,20,1100,1455,50062
2,21,54,960,1455,50062
3,34,4,4387,1455,50062
4,45,37,1718,1455,50062
5,44,2,14016,1455,50062
6,44,4,4270,1455,50062
7,13,56,18679,1455,50062
1,48,13,1001,1422,50062
2,15,1,1209,1422,50062
3,49,15,4766,1422,50062
4,17,52,2417,1422,50062
5,16,9,11532,1422,50062
6,49,12,4889,1422,50062
7,31,5,12474,1422,50062
8,56,14,19061,1422,50062
9,23,38,49859,1422,50062
1,25,40,1977,1058,50060
2,50,19,2767,1058,50060
3,42,27,5775,1058,50060
4,25,40,1977,1058,50060
5,22,14,3552,1058,50060
6,27,53,4685,1058,50060
7,22,49,4078,1058,50060
8,32,28,10656,1058,50060
9,32,27,9755,1058,50060
1,43,4,1411,1599,50063
2,40,15,1581,1599,50063
3,37,16,2771,1599,50063
4,44,13,1800,1599,50063
5,11,27,2259,1599,50063
6,37,25,2743,1599,50063
7,28,16,2753,1599,50063
8,34,18,13159,1599,50063
9,32,16,8055,1599,50063
1,3,44,797,1577,50063
2,46,39,1774,1577,50063
3,13,29,2321,1577,50063
4,1,26,1760,1577,50063
5,6,24,2013,1577,50063
6,20,30,2274,1577,50063
7,14,19,2483,1577,50063
8,32,16,9098,1577,50063
9,31,14,8988,1577,50063
1,29,13,449,1428,50062
2,58,34,1015,1428,50062
3,39,17,4082,1428,50062
4,39,20,1930,1428,50062
5,12,4,3581,1428,50062
6,1,30,3113,1428,50062
7,44,31,3249,1428,50062
8,1,15,6910,1428,50062
9,45,19,45808,1428,50062
1,50,15,923,1052,50060
2,45,19,1017,1052,50060
3,28,27,1578,1052,50060
4,38,29,1382,1052,50060
5,27,18,1659,1052,50060
6,30,23,1624,1052,50060
7,29,19,1652,1052,50060
8,39,24,6351,1052,50060
9,34,41,7429,1052,50060
1,0,40,1290,1025,50060
2,13,12,1697,1025,50060
3,28,17,2419,1025,50060
4,10,12,1736,1025,50060
5,14,14,2216,1025,50060
6,22,4,2701,1025,50060
7,8,22,2318,1025,50060
8,27,23,11451,1025,50060
9,39,34,20286,1025,50060
1,6,43,1354,15009,50063
2,57,29,2139,15009,50063
3,2,28,3593,15009,50063
4,22,26,2757,15009,50063
5,28,11,2881,15009,50063
6,32,14,3592,15009,50063
7,11,22,4000,15009,50063
8,26,18,5137,15009,50063
9,23,15,5138,15009,50063
1,52,32,1291,1303,50061
2,18,18,2056,1303,50061
3,14,4,4559,1303,50061
4,22,42,2702,1303,50061
5,19,31,3655,1303,50061
6,17,19,3427,1303,50061
7,38,2,6502,1303,50061
8,15,23,8920,1303,50061
9,27,16,10706,1303,50061
1,4,48,1569,1727,50013
2,23,28,1841,1727,50013
3,33,32,5738,1727,50013
4,28,33,2274,1727,50013
5,32,41,2582,1727,50013
6,42,34,4039,1727,50013
7,27,12,4423,1727,50013
8,41,38,12636,1727,50013
9,24,48,23760,1727,50013
1,16,42,1613,1750,50013
2,23,4,1310,1750,50013
3,22,41,2447,1750,50013
4,47,47,3123,1750,50013
5,38,46,3586,1750,50013
6,19,32,3799,1750,50013
7,35,34,3744,1750,50013
8,40,48,14934,1750,50013
9,23,31,16680,1750,50013
1,34,6,1319,12053,50048
2,31,19,770,12053,50048
3,50,29,2000,12053,50048
4,38,23,1949,12053,50048
5,36,22,2059,12053,50048
6,29,30,1802,12053,50048
7,26,34,1993,12053,50048
8,45,29,19034,12053,50048
9,22,54,19866,12053,50048
1,5,9,965,1120,50047
2,21,21,1737,1120,50047
3,22,19,11060,1120,50047
4,52,24,2896,1120,50047
5,9,9,14982,1120,50047
6,3,1,4419,1120,50047
7,28,27,5284,1120,50047
8,9,58,55477,1120,50047
9,32,34,53796,1120,50047
1,30,37,1086,1157,50047
2,25,57,939,1157,50047
3,31,29,6770,1157,50047
4,45,6,2997,1157,50047
5,55,16,22948,1157,50047
6,21,55,5131,1157,50047
7,55,53,22314,1157,50047
9,47,54,81957,1157,50047
1,52,27,907,15003,50063
2,30,37,1277,15003,50063
3,30,29,2758,15003,50063
4,18,22,1864,15003,50063
5,17,18,1919,15003,50063
6,35,13,2888,15003,50063
7,2,26,2165,15003,50063
8,33,11,10304,15003,50063
9,36,11,22249,15003,50063
1,31,40,901,1390,50061
2,59,5,1716,1390,50061
3,29,14,5838,1390,50061
4,50,56,3150,1390,50061
5,24,33,5192,1390,50061
6,13,34,5361,1390,50061
7,33,44,4898,1390,50061
8,18,15,7610,1390,50061
9,27,13,7437,1390,50061
1,30,15,1436,1304,50061
2,32,49,2274,1304,50061
3,13,11,4334,1304,50061
4,11,8,3486,1304,50061
5,21,19,4869,1304,50061
6,12,10,5114,1304,50061
7,15,1,5343,1304,50061
8,33,22,72377,1304,50061
9,14,4,40738,1304,50061
1,38,50,1362,1373,50061
2,20,33,2915,1373,50061
3,28,50,3824,1373,50061
4,34,38,3487,1373,50061
5,20,19,4320,1373,50061
6,27,51,3748,1373,50061
7,58,27,4379,1373,50061
8,28,14,18391,1373,50061
9,31,23,19575,1373,50061
1,51,55,1038,12029,50048
2,32,19,1117,12029,50048
3,26,38,5635,12029,50048
4,54,29,1539,12029,50048
5,35,23,4015,12029,50048
6,34,31,4556,12029,50048
7,43,12,4405,12029,50048
8,46,20,8524,12029,50048
9,33,16,33317,12029,50048
1,37,26,1280,1757,50013
2,57,28,2653,1757,50013
3,22,2,4465,1757,50013
4,2,20,4273,1757,50013
5,11,17,4595,1757,50013
6,51,26,5012,1757,50013
7,10,9,7051,1757,50013
1,19,38,1697,1720,50013
2,11,57,941,1720,50013
3,12,28,2131,1720,50013
4,10,33,1501,1720,50013
5,26,35,1934,1720,50013
6,39,54,3387,1720,50013
7,2,22,2836,1720,50013
8,26,32,6909,1720,50013
9,54,33,3741,1720,50013
1,48,1,1857,1150,50047
2,6,47,2996,1150,50047
3,11,17,6450,1150,50047
4,57,25,2558,1150,50047
5,17,22,9334,1150,50047
6,12,16,5625,1150,50047
7,22,3,26661,1150,50047
8,36,51,75548,1150,50047
9,33,41,75165,1150,50047
1,44,24,1677,1127,50047
2,40,55,1738,1127,50047
3,36,16,7550,1127,50047
4,48,30,3806,1127,50047
5,15,28,6211,1127,50047
6,29,3,5763,1127,50047
7,28,9,8789,1127,50047
8,59,37,56505,1127,50047
9,49,39,19363,1127,50047
1,48,7,1433,15004,50063
2,49,7,1696,15004,50063
3,27,20,3289,15004,50063
4,50,6,1966,15004,50063
5,22,14,4528,15004,50063
6,4,42,3135,15004,50063
7,14,8,3904,15004,50063
8,33,22,23288,15004,50063
9,22,20,22672,15004,50063
1,33,41,1860,1379,50061
2,37,48,1767,1379,50061
3,22,5,4363,1379,50061
4,9,57,1530,1379,50061
5,15,6,4106,1379,50061
6,25,9,4328,1379,50061
7,17,15,4390,1379,50061
8,18,19,10817,1379,50061
9,29,10,26579,1379,50061
1,47,16,1901,1397,50061
2,20,46,2272,1397,50061
3,5,27,3014,1397,50061
4,9,16,2401,1397,50061
5,20,25,5103,1397,50061
6,28,14,2863,1397,50061
7,29,22,5162,1397,50061
8,6,18,6706,1397,50061
9,10,17,8933,1397,50061
1,9,53,1261,1657,50065
2,58,14,1596,1657,50065
3,27,38,5242,1657,50065
4,40,56,2843,1657,50065
5,26,29,4161,1657,50065
6,44,54,5584,1657,50065
7,40,49,5512,1657,50065
8,19,3,33991,1657,50065
9,14,20,26657,1657,50065
1,39,37,1736,1620,50065
2,52,49,1626,1620,50065
3,40,19,4393,1620,50065
4,40,35,3723,1620,50065
5,24,24,4566,1620,50065
6,37,38,4955,1620,50065
7,31,38,5028,1620,50065
8,47,41,5519,1620,50065
9,53,42,5502,1620,50065
1,23,56,1126,1028,50060
2,36,14,1758,1028,50060
3,14,36,2913,1028,50060
4,16,28,3202,1028,50060
5,17,25,4312,1028,50060
6,16,13,3886,1028,50060
7,22,17,3976,1028,50060
8,32,23,7162,1028,50060
1,37,5,1209,1425,50062
2,36,7,1514,1425,50062
3,42,31,8402,1425,50062
4,2,21,3449,1425,50062
5,49,2,9100,1425,50062
6,30,15,5496,1425,50062
7,27,42,11988,1425,50062
8,59,22,20426,1425,50062
9,59,4,24067,1425,50062
1,57,49,2435,1452,50062
2,52,14,3409,1452,50062
3,41,32,8859,1452,50062
4,57,49,2435,1452,50062
5,31,58,7563,1452,50062
6,18,43,9409,1452,50062
7,49,45,4990,1452,50062
8,13,37,40003,1452,50062
9,4,23,42067,1452,50062
1,46,42,1565,1570,50063
2,46,39,1379,1570,50063
3,6,38,3512,1570,50063
4,2,37,3023,1570,50063
5,16,22,3671,1570,50063
6,9,43,3662,1570,50063
7,30,31,4646,1570,50063
8,20,6,6576,1570,50063
9,23,18,5154,1570,50063
1,56,7,840,1022,50060
2,11,18,1520,1022,50060
3,29,16,2196,1022,50060
4,11,19,1646,1022,50060
5,34,16,2252,1022,50060
6,45,23,2002,1022,50060
7,35,23,2422,1022,50060
8,31,18,8224,1022,50060
9,41,30,9404,1022,50060
1,15,23,669,1055,50060
2,46,6,842,1055,50060
3,49,10,1757,1055,50060
4,47,6,1011,1055,50060
5,37,24,2347,1055,50060
6,39,10,1540,1055,50060
7,31,26,2161,1055,50060
8,35,19,6342,1055,50060
9,37,31,9073,1055,50060
1,18,15,739,1458,50062
2,20,48,1026,1458,50062
3,57,16,7581,1458,50062
4,51,48,3782,1458,50062
5,54,10,6412,1458,50062
6,3,1,6397,1458,50062
7,41,13,7408,1458,50062
8,41,2,23518,1458,50062
1,12,39,1110,1231,50048
2,44,52,2040,1231,50048
3,33,19,3401,1231,50048
4,13,15,2915,1231,50048
5,11,4,3744,1231,50048
6,23,16,3862,1231,50048
7,16,13,2728,1231,50048
8,4,59,12612,1231,50048
9,11,51,16861,1231,50048
1,12,48,944,1186,50047
2,47,49,1140,1186,50047
3,10,45,3810,1186,50047
4,41,53,1610,1186,50047
5,8,46,2730,1186,50047
6,7,37,3562,1186,50047
7,5,34,14327,1186,50047
8,12,10,39485,1186,50047
9,32,4,43751,1186,50047
1,35,10,1440,1168,50047
2,53,14,1559,1168,50047
3,16,24,13816,1168,50047
4,56,9,2272,1168,50047
5,10,23,13823,1168,50047
6,18,31,10495,1168,50047
7,7,31,12124,1168,50047
1,12,34,542,1712,50013
2,9,30,718,1712,50013
3,29,35,2509,1712,50013
4,18,44,704,1712,50013
5,17,46,1375,1712,50013
6,9,11,3323,1712,50013
7,46,30,3937,1712,50013
8,2,13,19850,1712,50013
9,14,9,18905,1712,50013
1,14,41,2760,1765,50013
2,50,12,1896,1765,50013
3,9,35,3472,1765,50013
4,48,2,3634,1765,50013
5,18,34,5112,1765,50013
6,13,35,3742,1765,50013
7,8,41,5000,1765,50013
8,9,48,6676,1765,50013
9,15,42,6630,1765,50013
1,13,13,1721,1341,50061
2,4,26,2074,1341,50061
3,39,56,4758,1341,50061
4,8,9,3345,1341,50061
5,12,1,8595,1341,50061
6,32,56,4934,1341,50061
7,18,12,6931,1341,50061
8,36,28,15914,1341,50061
9,21,15,14809,1341,50061
1,21,26,1258,13004,50061
2,58,37,1729,13004,50061
3,31,11,3567,13004,50061
4,15,28,2840,13004,50061
5,17,23,3151,13004,50061
6,33,8,3529,13004,50061
7,41,17,4808,13004,50061
8,18,26,14376,13004,50061
9,26,17,7192,13004,50061
1,12,49,1601,1115,50047
2,0,43,2372,1115,50047
3,37,1,5807,1115,50047
4,48,44,4811,1115,50047
5,48,44,4812,1115,50047
6,37,23,7519,1115,50047
7,31,25,11363,1115,50047
8,38,14,31704,1115,50047
9,37,20,29135,1115,50047
1,22,50,1162,1162,50047
2,35,16,2074,1162,50047
3,38,8,3572,1162,50047
4,42,40,3668,1162,50047
5,48,40,13479,1162,50047
6,39,4,4045,1162,50047
7,10,0,11286,1162,50047
8,6,28,37408,1162,50047
9,39,10,49744,1162,50047
1,40,8,691,12011,50048
2,21,6,490,12011,50048
3,32,15,1454,12011,50048
4,19,0,824,12011,50048
5,40,33,2112,12011,50048
6,32,16,1417,12011,50048
7,51,25,1865,12011,50048
8,38,18,16593,12011,50048
9,39,23,17893,12011,50048
1,1,8,1099,1718,50013
2,38,28,2102,1718,50013
3,34,28,2794,1718,50013
4,36,35,1915,1718,50013
5,19,27,2320,1718,50013
6,18,37,2622,1718,50013
7,11,36,3874,1718,50013
8,22,12,14364,1718,50013
9,22,12,14365,1718,50013
1,42,19,1272,1781,50013
2,42,3,972,1781,50013
3,8,41,3832,1781,50013
4,10,21,3229,1781,50013
5,12,28,4095,1781,50013
6,21,41,7265,1781,50013
7,26,48,2705,1781,50013
8,38,44,16553,1781,50013
9,36,56,15441,1781,50013
1,31,32,1800,1083,50060
2,34,49,1205,1083,50060
3,9,40,2550,1083,50060
4,3,41,2510,1083,50060
5,3,40,2553,1083,50060
6,11,25,3589,1083,50060
7,33,31,5351,1083,50060
8,33,27,19729,1083,50060
9,33,28,7224,1083,50060
1,43,41,985,1460,50062
2,37,44,1062,1460,50062
3,50,37,4291,1460,50062
4,37,45,1157,1460,50062
5,56,11,8091,1460,50062
6,53,51,2325,1460,50062
7,48,27,16748,1460,50062
8,27,1,84089,1460,50062
1,44,6,1101,1417,50062
2,4,18,1516,1417,50062
3,51,58,10505,1417,50062
4,46,3,3263,1417,50062
5,59,16,25299,1417,50062
6,27,8,12002,1417,50062
7,1,24,25508,1417,50062
9,49,18,25235,1417,50062
1,9,28,1042,1548,50063
2,6,22,813,1548,50063
3,35,17,1680,1548,50063
4,3,20,1033,1548,50063
5,19,27,1379,1548,50063
6,17,20,1578,1548,50063
7,22,16,1592,1548,50063
8,33,21,9118,1548,50063
9,31,22,8982,1548,50063
1,20,19,608,16015,50065
2,44,7,1267,16015,50065
3,43,6,2476,16015,50065
4,56,5,1785,16015,50065
5,40,3,2531,16015,50065
6,20,9,3583,16015,50065
7,29,32,3704,16015,50065
8,36,47,13833,16015,50065
9,30,44,29749,16015,50065
1,21,39,915,1612,50065
2,28,52,1376,1612,50065
3,57,37,4413,1612,50065
4,24,38,1581,1612,50065
5,24,37,1785,1612,50065
6,9,34,2301,1612,50065
7,17,35,2014,1612,50065
8,48,53,11379,1612,50065
9,23,22,12617,1612,50065
1,7,34,1225,1209,50048
2,59,16,1155,1209,50048
3,4,41,3804,1209,50048
4,55,20,1810,1209,50048
5,43,21,3399,1209,50048
6,10,30,2899,1209,50048
7,36,51,5528,1209,50048
8,18,8,48400,1209,50048
9,18,17,50178,1209,50048
1,44,10,1891,1290,50048
2,25,1,1458,1290,50048
3,48,2,5804,1290,50048
4,7,11,2793,1290,50048
5,39,9,5658,1290,50048
6,21,41,4749,1290,50048
7,34,47,7261,1290,50048
8,53,33,21615,1290,50048
9,38,34,21036,1290,50048
1,28,0,992,1484,50062
2,49,7,1390,1484,50062
3,44,17,6035,1484,50062
4,43,51,2393,1484,50062
5,40,6,5845,1484,50062
6,58,6,5486,1484,50062
7,47,14,6521,1484,50062
8,19,28,59260,1484,50062
9,14,34,70623,1484,50062
1,9,37,1893,1067,50060
2,58,34,2608,1067,50060
3,49,24,3875,1067,50060
4,26,34,3124,1067,50060
5,21,38,3313,1067,50060
6,51,26,3840,1067,50060
7,37,23,3910,1067,50060
8,34,25,7638,1067,50060
9,12,16,6669,1067,50060
1,26,39,831,1010,50060
2,41,9,2336,1010,50060
3,39,22,3361,1010,50060
4,35,4,2885,1010,50060
5,54,19,3541,1010,50060
6,36,27,3778,1010,50060
7,43,29,3959,1010,50060
8,35,29,10940,1010,50060
9,30,27,16216,1010,50060
1,14,3,631,1089,50060
2,40,15,1595,1089,50060
3,28,8,3727,1089,50060
4,36,0,2450,1089,50060
5,31,34,4570,1089,50060
6,35,23,4290,1089,50060
7,29,29,6847,1089,50060
8,35,23,13260,1089,50060
9,35,26,9293,1089,50060
1,50,1,1310,1542,50063
2,37,7,1354,1542,50063
3,21,18,2642,1542,50063
4,36,4,1717,1542,50063
5,19,31,2053,1542,50063
6,18,14,2680,1542,50063
7,20,12,2757,1542,50063
8,9,26,16276,1542,50063
9,29,15,15974,1542,50063
1,3,50,1175,1618,50065
2,8,55,2578,1618,50065
3,37,32,3540,1618,50065
4,30,6,2624,1618,50065
5,55,50,5064,1618,50065
6,52,32,3143,1618,50065
7,26,55,4286,1618,50065
8,48,36,7319,1618,50065
9,21,59,6795,1618,50065
1,47,18,837,15060,50063
2,23,56,3293,15060,50063
3,20,25,4071,15060,50063
4,46,29,2213,15060,50063
5,24,50,3581,15060,50063
6,21,27,4008,15060,50063
7,18,21,4148,15060,50063
8,15,29,9264,15060,50063
9,30,17,10850,15060,50063
1,49,55,1532,1384,50061
2,33,32,2247,1384,50061
3,11,16,4096,1384,50061
4,43,21,2767,1384,50061
5,31,21,4676,1384,50061
6,22,16,4404,1384,50061
7,39,13,5518,1384,50061
8,28,15,5223,1384,50061
9,21,8,7552,1384,50061
1,52,10,926,1739,50013
2,39,2,834,1739,50013
3,50,20,3715,1739,50013
4,22,21,2724,1739,50013
5,22,23,2809,1739,50013
6,40,26,3724,1739,50013
7,54,15,3626,1739,50013
8,11,14,8874,1739,50013
9,18,19,8357,1739,50013
1,31,25,832,12030,50048
2,49,29,2326,12030,50048
3,38,25,4249,12030,50048
4,43,13,3282,12030,50048
5,26,21,4606,12030,50048
6,48,19,4662,12030,50048
7,44,24,5929,12030,50048
8,56,30,7840,12030,50048
9,13,29,8000,12030,50048
1,45,7,1070,1143,50047
2,41,28,1566,1143,50047
3,29,4,11990,1143,50047
4,40,28,1760,1143,50047
5,8,40,6116,1143,50047
6,38,1,4006,1143,50047
7,21,6,6765,1143,50047
8,43,13,55696,1143,50047
