env, ud, task, x, y, div, rank
50062,11404,7,12,15,0.0,0.0
50062,1183,1,59,4,0.0,0.0
50062,4164,6,8,16,0.0,0.0
50062,6210,5,43,0,0.0,0.0
50062,7261,3,49,12,0.0,0.0
50062,88357,8,23,21,1.98504641728,59.3888888889
50062,1539,2,13,59,0.0,0.0
50062,1542,1,16,58,0.0,0.0
50062,7300,4,53,3,1.66337265808,89.4722222222
50062,11247,6,54,28,1.40410745139,70.0277777778
50062,3757,5,0,37,0.0,0.0
50062,66267,9,38,15,2.3434651896,77.6944444444
50062,15330,7,48,13,1.56567805525,76.9166666667
50062,16181,3,46,54,0.794309554641,28.6111111111
50060,36413,8,31,24,0.874309554641,5.63888888889
50060,5755,7,15,54,1.22523577947,21.1111111111
50060,1915,1,43,51,0.0,0.0
50060,1779,2,31,37,0.242292189082,57.0555555556
50060,5828,6,11,52,1.51418595764,37.1388888889
50060,2653,4,0,50,0.353359335021,16.1388888889
50060,5623,3,29,45,1.02111918856,14.9444444444
50060,3312,5,4,37,1.60273953953,70.3055555556
50060,12614,9,57,30,2.15962753634,83.6944444444
50062,11289,7,54,23,0.0,0.0
50062,50295,9,52,47,1.80307418943,52.9722222222
50062,6645,6,5,33,0.0,0.0
50062,2312,1,37,29,0.0,0.0
50062,9330,3,10,44,0.0,0.0
50062,3335,2,39,49,0.0,0.0
50062,51129,8,38,46,1.46438145772,33.1944444444
50062,4031,4,14,16,0.0,0.0
50062,9933,5,52,14,0.0,0.0
50063,2820,3,30,29,1.3834651896,59.4166666667
50063,1898,2,39,30,0.970950594455,63.5277777778
50063,2340,6,35,33,1.09543127956,52.2222222222
50063,2554,4,39,33,1.37131468865,67.6388888889
50063,1020,1,54,4,0.0,0.0
50063,9227,8,32,20,0.794309554641,23.5
50063,3445,7,10,20,1.95692965842,81.4444444444
50063,8530,9,25,17,0.866313713865,21.4722222222
50063,2949,5,42,33,1.29131468865,58.75
50065,10509,8,54,57,2.4173206586,84.4722222222
50065,3572,3,8,49,0.0,0.0
50065,2679,5,24,58,0.0,0.0
50065,1166,1,20,51,0.0,0.0
50065,2360,6,7,38,0.0,0.0
50065,12729,9,58,55,2.45887184845,90.6666666667
50065,3452,4,10,49,0.0,0.0
50065,1088,2,5,33,0.0,0.0
50065,4622,7,38,56,0.529360865287,24.1111111111
50065,9130,8,41,28,1.84154193334,60.5555555556
50065,2941,5,31,47,0.0,0.0
50065,2690,4,13,17,0.0,0.0
50065,3829,3,15,2,0.721928094887,65.0555555556
50065,3745,6,26,4,1.27326968952,89.9722222222
50065,2610,2,44,12,0.0,0.0
50065,1455,1,53,24,0.0,0.0
50065,7924,9,33,46,1.25543127956,16.75
50065,4001,7,30,37,0.0,0.0
50048,7514,9,37,13,1.49366068969,50.0833333333
50048,1883,1,5,1,0.0,0.0
50048,6446,8,43,19,1.40567805525,75.0
50048,3998,7,28,21,1.13131468865,62.1388888889
50048,3872,3,21,4,1.2905644329,73.5555555556
50048,3385,6,18,52,0.0,0.0
50048,1214,2,2,14,0.0,0.0
50048,2985,4,44,19,0.639556365374,55.3611111111
50048,4199,5,34,19,1.32346695415,75.9444444444
50065,1123,1,52,40,0.0,0.0
50065,8181,7,25,24,1.25543127956,54.6388888889
50065,6366,3,1,43,0.0,0.0
50065,5680,5,47,17,0.634309554641,51.5277777778
50065,3717,4,14,56,0.0,0.0
50065,6322,6,27,38,0.721928094887,45.9166666667
50065,1651,2,6,14,0.0,0.0
50065,16095,9,44,15,2.12943203625,75.4444444444
50065,27045,8,44,29,1.17712456976,11.4444444444
50048,3893,6,55,21,0.634309554641,66.1944444444
50048,3051,4,6,7,0.0,0.0
50048,11592,8,34,24,0.639556365374,7.91666666667
50048,1156,1,55,32,0.0,0.0
50048,3877,3,50,37,0.989587521222,89.7777777778
50048,4489,5,36,10,0.634309554641,53.5555555556
50048,5227,7,35,19,0.634309554641,32.3333333333
50048,11185,9,44,21,1.10631371386,33.4444444444
50048,1277,2,54,32,0.0,0.0
50065,11937,8,21,25,1.84385618977,57.9444444444
50065,6880,7,48,50,1.98545139931,69.1388888889
50065,4868,6,26,21,2.0213152774,88.9444444444
50065,23453,9,35,35,1.10631371386,7.22222222222
50065,2560,4,31,12,0.0,0.0
50065,5360,3,39,44,1.01543127956,17.0833333333
50065,4605,5,20,57,1.57134643325,69.2222222222
50065,2445,2,13,59,0.0,0.0
50065,2089,1,24,42,0.0,0.0
50060,3273,7,26,38,1.14523577947,53.5555555556
50060,1479,2,50,20,0.0,0.0
50060,19242,8,40,14,2.16154193334,80.5555555556
50060,14456,9,14,18,1.37131468865,40.5833333333
50060,3117,6,28,37,1.39999583875,77.3333333333
50060,1818,3,45,41,0.0,0.0
50060,1383,4,53,25,0.0,0.0
50060,1036,1,51,27,0.0,0.0
50060,2058,5,24,41,0.0,0.0
50062,11858,7,27,12,0.0,0.0
50062,1301,1,22,14,0.0,0.0
50062,6471,6,42,45,0.0,0.0
50062,10616,5,32,17,0.0,0.0
50062,6854,3,41,8,2.21469395165,99.6666666667
50062,29520,8,10,19,0.904381457724,46.5833333333
50062,24984,9,12,14,0.0,0.0
50062,5590,4,15,28,0.0,0.0
50062,1137,2,56,45,0.0,0.0
50060,1243,4,29,21,0.0,0.0
50060,1908,3,31,3,0.0,0.0
50060,2817,7,34,26,1.14523577947,66.8611111111
50060,1274,1,25,24,0.0,0.0
50060,2833,5,30,22,2.32385618977,99.1111111111
50060,3325,8,26,20,1.92154193334,81.7777777778
50060,2950,6,30,25,1.5394705708,74.3333333333
50060,1080,2,29,20,0.0,0.0
50060,5430,9,39,21,1.78438145772,70.9444444444
50047,5654,4,15,48,0.0,0.0
50047,21685,8,6,25,1.55352095113,95.8055555556
50047,18824,5,21,31,0.85545081056,64.1388888889
50047,6277,3,21,2,0.0,0.0
50047,3312,7,0,26,0.0,0.0
50047,10085,6,39,42,0.0,0.0
50047,1887,2,4,50,0.0,0.0
50047,88503,9,44,46,2.91907957062,96.6666666667
50047,910,1,45,51,0.795040279385,96.25
50047,5369,7,20,28,0.904381457724,51.6388888889
50047,8864,5,8,35,1.94952633232,92.3055555556
50047,1127,1,40,41,0.0,0.0
50047,50619,8,54,25,2.68810207019,98.1666666667
50047,2157,2,8,14,0.0,0.0
50047,6597,4,8,29,1.5394705708,75.9166666667
50047,13229,6,58,26,1.18837637173,34.3333333333
50047,17609,3,15,23,1.35933083224,41.6388888889
50047,97161,9,8,24,2.06504641728,40.5277777778
50013,44134,8,33,37,2.04943203625,60.4444444444
50013,4145,7,53,41,0.242292189082,3.38888888889
50013,9900,3,46,52,2.11508495182,84.1111111111
50013,2532,4,6,30,0.0,0.0
50013,1923,1,16,30,0.0,0.0
50013,49974,9,54,16,1.25543127956,10.4444444444
50013,3596,6,59,28,0.353359335021,20.9722222222
50013,2860,5,11,25,0.529360865287,62.8611111111
50013,1698,2,48,17,0.0,0.0
50061,1671,4,37,19,0.0,0.0
50061,2917,3,31,35,0.0,0.0
50061,2213,5,26,12,0.0,0.0
50061,961,2,5,16,0.0,0.0
50061,2618,6,28,7,0.0,0.0
50061,569,1,26,31,0.942683189255,97.25
50061,3645,8,20,4,0.0,0.0
50061,3331,9,25,11,0.0,0.0
50061,2927,7,28,17,0.0,0.0
50048,3410,4,17,46,0.402179190202,2.77777777778
50048,4469,7,48,35,1.25543127956,54.5833333333
50048,4372,6,38,8,1.35418595764,59.9444444444
50048,4223,5,7,54,1.33543127956,54.4444444444
50048,1155,1,40,17,0.970950594455,93.3333333333
50048,2165,2,43,12,1.16399045755,37.6111111111
50048,11604,8,27,27,1.10631371386,12.8333333333
50048,4394,3,28,0,1.37527936554,63.5833333333
50048,11650,9,39,35,1.45131468865,27.0833333333
50048,1912,5,35,6,0.0,0.0
50048,3471,7,8,6,0.0,0.0
50048,666,2,28,40,0.402179190202,90.1944444444
50048,927,4,32,36,0.0,0.0
50048,2072,6,42,54,0.0,0.0
50048,7269,8,49,31,0.866313713865,7.61111111111
50048,1214,3,33,43,0.0,0.0
50048,10048,9,51,22,1.48399045755,37.7777777778
50048,901,1,32,43,0.0,0.0
50047,28032,8,29,37,2.11341119262,94.6111111111
50047,18816,3,43,16,0.866313713865,39.4722222222
50047,2482,2,23,38,0.0,0.0
50047,41020,9,32,7,0.721928094887,5.5
50047,15760,7,4,40,1.49868857045,85.5277777778
50047,4361,5,5,9,0.970950594455,98.8888888889
50047,18655,6,46,15,1.40567805525,78.0277777778
50047,2773,4,9,3,0.0,0.0
50047,1914,1,14,9,0.0,0.0
50047,8994,3,1,28,0.0,0.0
50047,9635,7,15,6,0.721928094887,68.1944444444
50047,33791,9,27,6,1.24151018874,25.3333333333
50047,2616,5,54,2,0.0,0.0
50047,752,1,47,1,0.0,0.0
50047,3156,2,54,14,0.0,0.0
50047,7634,6,50,47,0.0,0.0
50047,6325,4,14,11,0.0,0.0
50013,2560,5,21,23,1.56514071335,78.1666666667
50013,1463,1,7,15,0.0,0.0
50013,19477,9,42,24,1.51418595764,44.8611111111
50013,1183,2,35,54,0.0,0.0
50013,2854,7,22,21,1.14523577947,47.4444444444
50013,1259,4,37,53,0.0,0.0
50013,18146,8,20,29,2.36943203625,83.3333333333
50013,4226,6,20,27,0.996118213778,8.08333333333
50013,5016,3,36,58,0.991760148181,7.72222222222
50013,3807,5,16,25,0.866313713865,23.8055555556
50013,1624,1,57,15,0.0,0.0
50013,1417,2,56,11,0.0,0.0
50013,5121,7,27,45,2.09131468865,81.4722222222
50013,1735,4,47,4,0.0,0.0
50013,3590,6,14,8,1.70952633232,83.75
50013,10959,8,27,46,1.2177968116,25.0833333333
50013,4649,3,35,38,1.35418595764,44.6388888889
50013,10951,9,25,46,1.38438145772,39.8611111111
50065,62185,9,47,51,1.6194705708,25.7222222222
50065,2009,2,9,45,1.49845453582,77.25
50065,34277,8,36,34,2.19173743342,53.4722222222
50065,1991,4,7,49,1.49845453582,82.75
50065,4265,3,36,17,1.24151018874,32.8888888889
50065,1746,1,36,8,0.0,0.0
50065,3101,7,52,46,1.44385618977,37.3888888889
50065,7913,6,18,24,0.794309554641,6.5
50065,2872,5,13,53,1.77715631436,71.1944444444
50060,3411,5,26,34,1.09543127956,56.2222222222
50060,1243,4,9,17,0.0,0.0
50060,6197,8,36,33,1.24151018874,53.1666666667
50060,1104,1,11,35,0.0,0.0
50060,4186,7,13,16,0.529360865287,15.8333333333
50060,25596,9,32,31,1.75533621343,60.2222222222
50060,2979,6,27,38,1.59933083224,89.1111111111
50060,4480,3,34,19,1.32346695415,67.8611111111
50060,1803,2,8,27,0.0,0.0
50060,1976,4,25,40,0.0,0.0
50060,4077,7,22,49,1.31999583875,74.4444444444
50060,5774,3,42,27,1.49366068969,66.6111111111
50060,9754,9,32,27,0.942683189255,22.4444444444
50060,10655,8,32,28,0.866313713865,19.9444444444
50060,4684,6,27,53,1.90268318926,93.9444444444
50060,2766,2,50,19,0.0,0.0
50060,3551,5,22,14,1.12385618977,87.4444444444
50062,4386,3,34,4,0.0,0.0
50062,1717,4,45,37,0.0,0.0
50062,18678,7,13,56,0.0,0.0
50062,14015,5,44,2,2.22631371386,99.8055555556
50062,4269,6,44,4,0.0,0.0
50062,959,2,21,54,0.0,0.0
50062,1099,1,40,20,0.0,0.0
50062,1000,1,48,13,0.0,0.0
50062,1208,2,15,1,0.0,0.0
50062,4765,3,49,15,0.0,0.0
50062,12473,7,31,5,2.06927507071,93.0277777778
50062,2416,4,17,52,0.0,0.0
50062,11531,5,16,9,0.0,0.0
50062,49858,9,23,38,2.15030833267,67.6666666667
50062,19060,8,56,14,1.81712456976,69.0555555556
50062,4888,6,49,12,0.0,0.0
50063,2320,3,13,29,0.0,0.0
50063,2012,5,6,24,0.0,0.0
50063,8987,9,31,14,1.68385618977,63.1944444444
50063,9097,8,32,16,1.70952633232,67.2222222222
50063,796,1,3,44,0.0,0.0
50063,2482,7,14,19,0.795040279385,83.3333333333
50063,2273,6,20,30,0.85545081056,89.6666666667
50063,1759,4,1,26,0.0,0.0
50063,1773,2,46,39,0.0,0.0
50063,1410,1,43,4,0.0,0.0
50063,8054,9,32,16,1.02631371386,28.3333333333
50063,2752,7,28,16,0.402179190202,58.5277777778
50063,2742,6,37,25,0.795040279385,78.9444444444
50063,2770,3,37,16,0.402179190202,55.5555555556
50063,1799,4,44,13,0.0,0.0
50063,2258,5,11,27,0.0,0.0
50063,1580,2,40,15,0.0,0.0
50063,13158,8,34,18,1.59933083224,54.25
50060,1016,2,45,19,0.0,0.0
50060,1381,4,38,29,1.37131468865,68.6666666667
50060,1577,3,28,27,0.639556365374,36.0833333333
50060,922,1,50,15,0.0,0.0
50060,7428,9,34,41,1.25543127956,43.0833333333
50060,6350,8,39,24,1.68385618977,63.8333333333
50060,1651,7,29,19,1.56943203625,78.5
50060,1658,5,27,18,1.85356815817,91.2777777778
50060,1623,6,30,23,0.795040279385,40.6944444444
50060,11450,8,27,23,1.81701481125,49.4722222222
50060,2317,7,8,22,0.639556365374,43.0833333333
50060,1735,4,10,12,0.242292189082,57.6666666667
50060,20285,9,39,34,2.612096689,95.5277777778
50060,1696,2,13,12,1.02111918856,87.8055555556
50060,2700,6,22,4,1.24151018874,71.9166666667
50060,2215,5,14,14,1.79293503962,98.8611111111
50060,1289,1,0,40,0.0,0.0
50060,2418,3,28,17,0.482179190202,31.3611111111
50062,1929,4,39,20,0.0,0.0
50062,3248,7,44,31,0.0,0.0
50062,6909,8,1,15,0.0,0.0
50062,4081,3,39,17,0.0,0.0
50062,45807,9,45,19,2.21469395165,79.8888888889
50062,3112,6,1,30,0.0,0.0
50062,3580,5,12,4,0.0,0.0
50062,1014,2,58,34,0.0,0.0
50062,448,1,29,13,0.242292189082,92.6944444444
50065,5419,3,32,19,1.84385618977,75.7777777778
50065,3946,7,49,23,1.478845536,82.4444444444
50065,1069,1,26,29,0.0,0.0
50065,1593,2,40,47,0.0,0.0
50065,2095,4,27,22,0.0,0.0
50065,70821,8,40,48,1.41543127956,21.0
50065,3208,6,26,29,0.794309554641,45.8055555556
50065,2787,5,23,38,0.242292189082,59.2222222222
50048,892,2,5,16,0.0,0.0
50048,19823,8,32,32,1.83933083224,49.1111111111
50048,2609,3,30,32,0.0,0.0
50048,19717,9,40,32,0.242292189082,0.0
50048,1236,4,13,25,0.0,0.0
50048,1475,6,15,24,0.0,0.0
50048,887,1,48,8,0.0,0.0
50048,1833,7,33,29,0.0,0.0
50048,1473,5,12,12,0.0,0.0
50061,10705,9,27,16,2.06504641728,63.5277777778
50061,8919,8,15,23,1.77715631436,54.1944444444
50061,2055,2,18,18,0.0,0.0
50061,3426,6,17,19,0.242292189082,24.0555555556
50061,4558,3,14,4,1.33543127956,42.4722222222
50061,1290,1,52,32,0.0,0.0
50061,3654,5,19,31,2.16321569253,97.9166666667
50061,6501,7,38,2,1.70438145772,53.5
50061,2701,4,22,42,1.71033777697,95.6388888889
50013,1840,2,23,28,0.634309554641,82.1666666667
50013,2273,4,28,33,1.71033777697,97.7222222222
50013,5737,3,33,32,1.27326968952,27.8055555556
50013,1568,1,4,48,0.0,0.0
50013,2581,5,32,41,1.2905644329,73.1388888889
50013,23759,9,24,48,1.48151018874,32.0277777778
50013,12635,8,41,38,2.00385618977,74.75
50013,4038,6,42,34,1.87173743342,76.5277777778
50013,4422,7,27,12,1.31999583875,45.3333333333
50013,2446,3,22,41,0.0,0.0
50013,3743,7,35,34,1.2977968116,83.5
50013,1612,1,16,42,0.0,0.0
50013,3585,5,38,46,1.2905644329,83.1944444444
50013,1309,2,23,4,0.0,0.0
50013,3122,4,47,47,0.989587521222,90.1388888889
50013,14933,8,40,48,1.29131468865,33.2777777778
50013,16679,9,23,31,2.0939119513,84.3055555556
50013,3798,6,19,32,0.634309554641,26.3888888889
50063,28116,8,29,19,1.39999583875,40.8333333333
50063,10140,7,12,21,1.44385618977,42.7222222222
50063,2702,5,18,30,1.09712456976,58.4166666667
50063,2018,2,48,58,0.0,0.0
50063,3107,3,26,42,0.916118213778,32.0277777778
50063,5544,6,11,41,0.874309554641,25.0
50063,945,1,11,16,0.0,0.0
50063,2625,4,29,22,1.64514071335,89.2777777778
50063,28083,9,29,16,1.02631371386,21.8333333333
50063,975,2,53,23,0.0,0.0
50063,3056,7,7,37,1.22523577947,56.9444444444
50063,1290,1,8,54,0.0,0.0
50063,3299,6,19,24,1.54438145772,76.1111111111
50063,1990,4,14,6,0.0,0.0
50063,25411,9,34,13,0.996118213778,26.1111111111
50063,2372,5,17,20,0.970950594455,94.2777777778
50063,3633,3,35,20,1.43366245423,72.6388888889
50063,25697,8,9,30,1.41543127956,39.1388888889
50047,14981,5,9,9,0.634309554641,52.1666666667
50047,4418,6,3,1,0.0,0.0
50047,11059,3,22,19,0.764114054554,56.7222222222
50047,1736,2,21,21,0.0,0.0
50047,964,1,5,9,0.0,0.0
50047,53795,9,32,34,2.40170627757,89.0277777778
50047,55476,8,9,58,1.0,13.0555555556
50047,2895,4,52,24,0.0,0.0
50047,5283,7,28,27,0.0,0.0
50047,938,2,25,57,0.0,0.0
50047,1085,1,30,37,0.0,0.0
50047,6769,3,31,29,0.721928094887,68.3055555556
50047,5130,6,21,55,0.0,0.0
50047,22313,7,55,53,1.6973206586,66.4444444444
50047,22947,5,55,16,1.2977968116,36.2222222222
50047,81956,9,47,54,1.64514071335,49.1666666667
50047,2996,4,45,6,0.0,0.0
50061,5360,6,13,34,1.95173743342,79.6944444444
50061,7609,8,18,15,0.874309554641,23.4722222222
50061,900,1,31,40,0.0,0.0
50061,4897,7,33,44,1.59170568882,61.75
50061,5191,5,24,33,2.45469395165,95.75
50061,5837,3,29,14,1.46918253919,45.0555555556
50061,3149,4,50,56,0.0,0.0
50061,7436,9,27,13,1.93524191736,71.8888888889
50061,1715,2,59,5,0.0,0.0
50062,2431,1,4,57,0.0,0.0
50062,25359,8,53,22,0.639556365374,17.3055555556
50062,1662,2,1,58,0.0,0.0
50062,6853,5,44,4,1.718845536,94.3333333333
50062,7864,6,50,22,2.14296619547,99.8888888889
50062,6605,7,59,7,1.67290559532,95.0833333333
50062,5258,4,56,25,0.639556365374,48.8611111111
50062,24720,9,36,48,1.70190118891,86.0555555556
50062,6328,3,43,6,1.42927507071,90.8333333333
50060,1229,2,17,17,0.0,0.0
50060,1464,4,7,33,0.0,0.0
50060,2427,6,19,1,0.0,0.0
50060,2477,5,9,28,0.970950594455,94.0833333333
50060,943,1,10,12,0.0,0.0
50060,3813,8,31,31,0.794309554641,56.6666666667
50060,2166,7,9,15,0.0,0.0
50060,2558,3,2,11,0.0,0.0
50060,6136,9,35,18,0.794309554641,19.8611111111
50060,1750,2,16,14,0.242292189082,95.8055555556
50060,10125,9,31,22,1.7034651896,59.8333333333
50060,11054,8,42,27,1.75533621343,50.2222222222
50060,3556,5,31,42,1.09543127956,42.1111111111
50060,3155,6,29,12,0.0,0.0
50060,1910,4,48,20,0.0,0.0
50060,4896,7,32,33,0.874309554641,16.0833333333
50060,1147,1,23,2,0.0,0.0
50060,2231,3,52,19,0.795040279385,80.9722222222
50062,5005,6,55,28,0.0,0.0
50062,1997,2,55,54,0.0,0.0
50062,23417,7,5,20,0.866313713865,37.3055555556
50062,1012,1,8,49,0.0,0.0
50062,2968,4,40,59,0.0,0.0
50062,76712,8,4,43,0.242292189082,5.86111111111
50062,14067,5,44,20,1.27326968952,97.9722222222
50062,75596,9,46,59,0.918295834054,35.9444444444
50062,6138,3,41,57,0.970950594455,94.3055555556
50048,3800,5,27,13,1.07832207955,21.5833333333
50048,8709,9,48,30,2.36902557364,71.5
50048,1819,2,23,45,0.634309554641,40.75
50048,1533,1,58,23,1.44064544962,97.9722222222
50048,2994,6,38,21,1.39085629839,51.9166666667
50048,8714,8,47,26,1.85356815817,33.3055555556
50048,3035,3,35,22,2.2522381921,93.6388888889
50048,3040,4,38,23,2.19740581143,91.5277777778
50048,3504,7,45,33,1.10631371386,27.8888888889
50065,1041,1,6,45,0.0,0.0
50065,4517,5,3,32,1.25972183241,61.5277777778
50065,1553,2,32,1,0.0,0.0
50065,1954,4,58,31,0.0,0.0
50065,6438,7,46,23,1.02631371386,24.3611111111
50065,4099,6,24,24,1.67533621343,91.3611111111
50065,6805,9,29,1,1.15677964945,29.2222222222
50065,3991,3,9,30,1.68154193334,94.7777777778
50065,9222,8,35,59,1.53012496531,20.4166666667
50048,2245,2,7,46,0.0,0.0
50048,3982,6,20,51,0.721928094887,18.7777777778
50048,883,1,9,38,0.0,0.0
50048,2698,4,12,31,0.0,0.0
50048,13520,8,52,20,1.76385618977,40.8611111111
50048,4945,3,18,50,1.15854883189,42.5555555556
50048,17898,9,29,44,1.81366068969,43.7222222222
50048,4927,7,16,22,1.83933083224,83.3333333333
50048,3330,5,24,26,1.32346695415,78.5555555556
50062,1271,2,54,26,0.0,0.0
50062,3511,6,39,45,0.0,0.0
50062,2570,4,56,35,0.0,0.0
50062,25166,7,3,35,0.242292189082,10.7222222222
50062,42636,9,39,17,1.53548255516,62.3888888889
50062,42652,8,42,21,1.91962753634,83.75
50062,3928,3,41,51,0.0,0.0
50062,11648,5,44,13,0.402179190202,81.9444444444
50062,1059,1,51,13,0.0,0.0
50062,9599,6,42,57,0.970950594455,63.9722222222
50062,14936,3,36,28,2.40488945173,99.2777777778
50062,12731,5,9,31,0.0,0.0
50062,46638,8,45,12,2.24170627757,95.0555555556
50062,99396,9,18,14,0.874309554641,11.5
50062,12230,7,30,49,1.22438145772,82.2222222222
50062,628,1,32,19,0.0,0.0
50062,754,2,36,23,0.0,0.0
50062,7941,4,49,45,0.942683189255,61.0833333333
50060,1796,2,3,12,0.0,0.0
50060,41782,9,46,25,1.42927507071,42.0277777778
50060,6234,3,40,30,2.27173743342,79.8888888889
50060,1407,1,4,16,0.0,0.0
50060,1987,4,29,24,0.0,0.0
50060,2126,5,35,19,0.0,0.0
50060,3677,6,39,34,2.36307418943,94.0
50060,3428,7,20,31,0.529360865287,39.0
50060,62085,8,34,28,1.46438145772,35.6944444444
50060,4682,5,26,12,0.242292189082,0.972222222222
50060,7773,3,39,33,0.85545081056,17.6111111111
50060,9852,7,9,23,1.55173743342,41.6111111111
50060,10342,8,16,16,1.6973206586,45.8333333333
50060,2652,6,34,46,1.66696081427,80.5
50060,14874,9,33,30,1.77356815817,49.9722222222
50060,4546,4,19,8,2.03173743342,98.1388888889
50060,1537,1,15,45,0.0,0.0
50060,2410,2,36,44,1.98463995467,96.6944444444
50065,2721,7,16,41,1.64514071335,97.0833333333
50065,4782,6,35,50,2.56385618977,94.5277777778
50065,2234,2,31,41,0.0,0.0
50065,15743,8,18,26,2.35173743342,73.5
50065,3051,4,38,28,1.84673415834,86.1944444444
50065,1660,1,7,44,0.0,0.0
50065,4139,5,37,41,1.94115093316,65.3611111111
50065,6130,9,36,52,2.45151077749,84.6666666667
50065,4242,3,39,20,2.14712515851,72.6111111111
50065,5817,3,57,58,1.07629762573,23.3333333333
50065,2324,4,29,34,0.402179190202,63.6666666667
50065,1674,2,31,38,0.0,0.0
50065,36478,9,18,19,1.10631371386,2.66666666667
50065,995,1,58,20,0.0,0.0
50065,83191,8,37,35,1.2977968116,11.5833333333
50065,6969,7,34,43,1.37131468865,50.8888888889
50065,4657,6,33,29,1.14523577947,40.5555555556
50065,3912,5,28,22,0.866313713865,24.2222222222
50047,80139,9,37,9,1.24151018874,30.1666666667
50047,2587,2,1,9,0.0,0.0
50047,7333,6,35,22,0.0,0.0
50047,8096,7,58,34,0.0,0.0
50047,83497,8,29,5,1.14523577947,27.0277777778
50047,1126,1,3,10,0.0,0.0
50047,10322,5,10,35,0.998845535995,86.8333333333
50047,8383,3,37,34,0.0,0.0
50047,8407,4,58,18,0.0,0.0
50047,1088,1,20,14,0.0,0.0
50047,9747,3,35,0,0.0,0.0
50047,10027,5,37,4,0.998845535995,94.9166666667
50047,9966,7,5,5,0.529360865287,57.6111111111
50047,42862,9,50,51,0.0,0.0
50047,3606,4,24,0,0.0,0.0
50047,1757,2,1,21,0.0,0.0
50047,46061,8,31,30,0.904381457724,60.3055555556
50047,3823,6,51,20,0.0,0.0
50047,80736,8,34,27,1.67418595764,35.0833333333
50047,3767,6,59,18,0.0,0.0
50047,1250,2,13,43,0.0,0.0
50047,1224,1,3,35,0.0,0.0
50047,4233,3,22,28,0.0,0.0
50047,3540,4,3,23,0.0,0.0
50047,8160,7,17,36,0.0,0.0
50047,6141,5,12,1,0.0,0.0
50047,49818,9,24,52,1.01543127956,17.7222222222
50013,1647,2,32,50,0.0,0.0
50013,7916,8,16,46,2.64170627757,96.3333333333
50013,3253,3,18,43,2.35508495182,95.5277777778
50013,1943,4,0,48,0.0,0.0
50013,750,1,0,51,0.0,0.0
50013,8363,9,29,50,1.39999583875,29.6944444444
50013,5110,7,16,25,1.02631371386,16.5833333333
50013,2735,6,2,58,1.14115352788,46.1944444444
50013,4204,5,18,43,2.452096689,92.4166666667
50063,1978,1,20,46,0.904381457724,72.3333333333
50063,1968,4,19,48,0.970950594455,87.4722222222
50063,2663,6,7,46,0.795040279385,43.8333333333
50063,2817,3,12,27,0.795040279385,46.6388888889
50063,3448,9,35,15,0.634309554641,14.8055555556
50063,3230,8,15,22,0.402179190202,5.11111111111
50063,2080,2,18,42,0.904381457724,72.6944444444
50063,2779,5,17,39,0.85545081056,50.8333333333
50063,3082,7,24,16,0.402179190202,3.13888888889
50061,21528,9,21,25,0.874309554641,13.0277777778
50061,26900,8,42,30,0.874309554641,11.5833333333
50061,2099,2,31,18,0.0,0.0
50061,5483,6,44,44,1.64307418943,74.3333333333
50061,7415,7,20,19,0.529360865287,9.55555555556
50061,3821,4,35,32,0.402179190202,39.2222222222
50061,5248,5,19,15,2.19248768917,96.8611111111
50061,2887,3,54,34,0.0,0.0
50061,1444,1,47,3,0.0,0.0
50048,1663,4,36,22,0.0,0.0
50048,7214,5,28,30,2.58849307036,98.2222222222
50048,2025,2,4,45,0.95104566058,91.3611111111
50048,7651,7,21,21,1.35418595764,47.6666666667
50048,12362,8,47,15,1.75533621343,57.8333333333
50048,10107,9,6,23,1.6234651896,63.3333333333
50048,5466,6,38,34,2.1013152774,86.5833333333
50048,5165,3,13,29,1.81972183241,78.5
50048,1123,1,27,7,0.0,0.0
50048,4395,3,34,37,1.2994705708,65.3611111111
50048,28884,8,7,49,2.29868857045,66.1111111111
50048,28885,9,7,49,2.18849307036,59.6388888889
50048,3415,5,3,35,0.0,0.0
50048,1068,1,52,19,0.0,0.0
50048,2630,6,58,42,0.992774453988,96.4722222222
50048,4140,7,32,21,1.24151018874,68.1666666667
50048,924,2,14,22,0.0,0.0
50048,1749,4,59,26,0.0,0.0
50048,28770,9,51,50,1.81366068969,61.0555555556
50048,2380,6,46,54,0.904381457724,68.0277777778
50048,409,2,26,8,0.721928094887,95.7777777778
50048,898,4,55,16,0.0,0.0
50048,2196,5,23,52,0.0,0.0
50048,1118,3,43,51,0.0,0.0
50048,44043,8,24,44,1.09712456976,14.9444444444
50048,2432,7,35,49,0.85545081056,65.6111111111
50048,341,1,16,20,0.998845535995,99.5277777778
50047,6191,5,24,15,0.989587521222,93.8611111111
50047,4618,4,36,38,0.0,0.0
50047,4459,3,15,58,0.0,0.0
50047,1250,1,51,44,0.0,0.0
50047,1405,2,38,8,0.0,0.0
50047,13197,7,53,25,0.0,0.0
50047,4673,6,12,54,0.0,0.0
50063,1196,1,4,58,0.0,0.0
50063,21595,8,21,28,1.81366068969,60.0
50063,1356,2,56,59,0.0,0.0
50063,2558,5,17,32,0.954309554641,61.6666666667
50063,8769,3,32,18,1.09543127956,25.3888888889
50063,2073,4,42,34,0.0,0.0
50063,2783,7,21,20,1.24151018874,64.8888888889
50063,32903,9,30,17,0.482179190202,1.0
