env, ud, task, x, y, div, rank
50013,2146,3,15,30,0.0,0.0
50013,1031,2,38,46,0.0,0.0
50013,2049,5,14,14,0.0,0.0
50063,3280,4,56,43,0.0,0.0
50063,1504,1,7,59,0.0,0.0
50063,4747,3,12,2,1.35418595764,58.6111111111
50063,932,2,1,44,0.0,0.0
50063,6786,6,22,14,2.45366068969,97.1111111111
50063,18747,8,25,12,1.78952633232,65.3333333333
50063,3950,5,19,24,1.32151018874,58.4166666667
50063,9521,7,21,31,2.1773206586,73.9444444444
50063,20185,9,32,22,1.48399045755,49.5833333333
50047,10566,5,22,17,0.721928094887,31.5
50047,9211,3,7,11,0.942683189255,54.25
50047,3488,4,11,11,0.242292189082,87.4444444444
50047,88719,8,58,29,1.15677964945,31.6111111111
50047,93878,9,19,41,1.85524191736,78.8333333333
50047,3993,6,19,1,0.0,0.0
50047,752,1,29,40,0.0,0.0
50047,1460,2,58,35,0.0,0.0
50047,50997,7,43,43,0.85545081056,29.4444444444
50063,14688,8,33,21,0.954309554641,17.7222222222
50063,1701,2,51,58,0.0,0.0
50063,580,1,26,1,0.0,0.0
50063,1973,4,58,12,0.0,0.0
50063,3029,6,9,22,0.0,0.0
50063,3052,5,12,23,0.0,0.0
50063,2922,3,29,28,0.0,0.0
50063,3057,7,10,21,0.0,0.0
50063,3372,9,28,23,0.0,0.0
50065,2612,4,23,26,0.998845535995,99.1111111111
50065,1459,1,7,46,0.0,0.0
50065,5212,9,44,49,1.07832207955,47.5
50065,2567,2,8,32,0.0,0.0
50065,3113,3,28,23,0.634309554641,74.4722222222
50065,2891,6,25,25,0.721928094887,87.6111111111
50065,2923,5,25,16,0.0,0.0
50065,4808,7,42,54,0.998845535995,51.5277777778
50065,4083,8,20,43,1.2905644329,84.75
50062,3656,4,20,1,0.0,0.0
50062,1129,1,5,59,0.0,0.0
50062,27574,9,35,17,2.3373206586,94.9444444444
50062,8473,5,57,13,0.0,0.0
50062,7346,3,12,36,0.242292189082,54.0833333333
50062,6192,6,16,55,0.0,0.0
50062,26691,8,39,12,0.764114054554,14.3055555556
50062,11283,7,52,26,2.0979065701,99.8333333333
50062,1678,2,3,57,0.0,0.0
50060,20916,9,22,19,2.29469395165,87.7222222222
50060,18231,8,33,26,1.31999583875,26.9722222222
50060,3126,7,29,49,1.24399045755,55.5555555556
50060,1558,4,53,0,0.0,0.0
50060,2469,6,33,13,0.0,0.0
50060,1742,5,57,0,0.0,0.0
50060,3141,3,37,26,0.529360865287,15.6666666667
50060,1365,2,52,1,0.0,0.0
50060,1063,1,51,4,0.0,0.0
50060,1701,2,2,4,0.0,0.0
50060,25245,8,33,16,1.51418595764,33.7777777778
50060,32058,9,43,29,1.6234651896,45.1944444444
50060,2468,5,11,27,0.0,0.0
50060,3973,3,31,29,0.0,0.0
50060,2517,6,12,21,0.0,0.0
50060,3814,7,45,30,0.0,0.0
50060,1157,1,45,5,0.0,0.0
50060,1976,4,6,3,0.0,0.0
50062,1870,4,56,21,0.0,0.0
50062,53218,9,11,28,2.292096689,76.5
50062,7444,7,39,21,0.0,0.0
50062,1118,1,59,37,0.0,0.0
50062,6532,6,49,10,0.242292189082,70.9722222222
50062,888,2,4,50,0.0,0.0
50062,40350,8,23,50,1.64567805525,38.8055555556
50062,7268,5,17,40,0.0,0.0
50065,1758,2,38,43,0.0,0.0
50065,11125,9,37,46,1.48151018874,30.7777777778
50065,2234,3,33,37,0.0,0.0
50065,1260,1,50,55,0.0,0.0
50065,2420,5,31,45,0.0,0.0
50065,2387,6,29,34,0.0,0.0
50065,9521,8,40,42,0.764114054554,4.08333333333
50065,3558,7,30,44,1.66053327706,80.4166666667
50065,2188,4,37,37,0.0,0.0
50048,3195,6,54,16,0.242292189082,60.8333333333
50048,2678,4,58,31,0.881290899231,93.0555555556
50048,1603,2,3,30,0.0,0.0
50048,62846,9,47,20,1.5394705708,71.2222222222
50048,1482,1,2,27,0.0,0.0
50048,3442,7,45,12,0.904381457724,85.25
50048,4432,5,25,30,0.970950594455,77.3055555556
50048,87706,8,35,16,1.59933083224,54.5555555556
50048,3263,3,53,23,0.85545081056,80.8888888889
50048,12610,8,17,29,0.719556365374,11.25
50048,4210,6,22,54,0.402179190202,6.02777777778
50048,2430,4,11,58,0.721928094887,69.4722222222
50048,1962,1,44,22,0.242292189082,82.4444444444
50048,4280,5,37,13,0.482179190202,5.19444444444
50048,12604,9,29,32,1.68385618977,66.2777777778
50048,5527,7,37,18,0.482179190202,4.44444444444
50048,2807,2,18,34,0.916118213778,58.2777777778
50048,6069,3,14,51,1.37131468865,43.2777777778
50048,1074,2,39,12,0.0,0.0
50048,1358,5,38,15,0.0,0.0
50048,2401,3,51,4,0.721928094887,56.8611111111
50048,10161,8,29,21,1.85524191736,51.9166666667
50048,1842,6,31,16,0.0,0.0
50048,12236,9,44,49,0.996118213778,7.27777777778
50048,2821,7,41,44,0.904381457724,53.6388888889
50048,1168,4,41,11,0.0,0.0
50048,601,1,33,12,0.0,0.0
50065,2622,6,56,19,0.0,0.0
50065,1666,1,20,0,0.0,0.0
50065,6052,8,33,34,1.51430295147,54.1666666667
50065,3902,4,25,17,0.402179190202,30.6666666667
50065,5347,7,35,19,1.47173743342,56.7777777778
50065,13851,9,23,30,1.91933083224,82.7222222222
50065,2246,2,55,25,0.0,0.0
50065,5004,5,16,30,2.04902557364,95.9166666667
50065,5202,3,25,26,1.57366068969,72.5277777778
50060,2141,4,39,5,0.0,0.0
50060,2654,3,27,11,0.482179190202,39.5277777778
50060,2727,6,28,19,1.09543127956,61.5833333333
50060,33661,9,25,44,2.05701481125,69.3888888889
50060,2720,5,33,23,0.794309554641,46.3055555556
50060,40413,8,39,31,1.73134643325,51.6666666667
50060,1207,1,41,2,0.0,0.0
50060,1728,2,41,2,0.0,0.0
50060,2786,7,36,24,1.17712456976,66.3055555556
50060,748,1,4,49,0.970950594455,96.9444444444
50060,1150,2,2,34,0.0,0.0
50060,5751,9,31,27,1.24151018874,47.3611111111
50060,1336,5,6,48,0.0,0.0
50060,2135,7,9,29,0.0,0.0
50060,1052,4,6,44,0.0,0.0
50060,1635,3,15,37,0.0,0.0
50060,1473,6,26,53,0.0,0.0
50062,13926,8,51,13,0.402179190202,38.0833333333
50062,10280,5,26,23,0.402179190202,40.6111111111
50062,291,1,8,7,0.0,0.0
50062,8878,3,26,36,1.01543127956,91.9444444444
50062,63667,9,30,36,1.84154193334,45.0
50062,7346,6,31,37,0.242292189082,66.8055555556
50062,16815,7,47,12,1.74504641728,96.7777777778
50062,5118,4,2,51,0.0,0.0
50062,2725,2,31,31,0.0,0.0
50062,4331,4,26,16,0.0,0.0
50062,1016,1,48,59,0.0,0.0
50062,29466,9,12,25,2.08721031134,80.6944444444
50062,10533,7,41,17,2.04092427723,97.8333333333
50062,5845,3,15,35,0.0,0.0
50062,28929,8,14,13,2.14771107002,84.6944444444
50062,1498,2,5,4,0.0,0.0
50062,7716,6,50,4,0.0,0.0
50062,3029,5,43,11,0.0,0.0
50061,1879,4,52,21,0.0,0.0
50061,8218,9,35,22,0.634309554641,13.6388888889
50061,2635,5,32,15,0.989587521222,92.7222222222
50061,8272,8,17,13,2.612096689,95.8611111111
50061,1251,2,46,56,0.0,0.0
50061,5044,3,13,22,0.874309554641,21.8333333333
50061,2903,7,28,23,0.989587521222,80.2777777778
50061,631,1,30,21,0.0,0.0
50061,3204,6,45,32,1.80307418943,88.4444444444
50047,7906,6,18,14,0.721928094887,60.5555555556
50047,948,2,45,19,0.0,0.0
50047,5906,4,39,14,0.0,0.0
50047,1069,1,43,22,0.0,0.0
50047,96212,9,51,39,2.64488945173,90.3333333333
50047,68344,8,48,28,1.48913533215,27.6666666667
50047,8373,3,14,14,0.85545081056,62.3055555556
50047,45197,7,33,4,0.996118213778,7.41666666667
50047,9120,5,5,13,1.02111918856,84.1666666667
50047,4111,3,9,31,0.0,0.0
50047,2159,2,45,13,0.0,0.0
50047,27099,7,16,37,1.79126128042,92.9722222222
50047,1136,1,51,49,0.0,0.0
50047,2206,6,6,40,0.0,0.0
50047,52138,8,45,28,2.38371645121,96.1666666667
50047,19624,5,12,18,0.942683189255,81.5555555556
50047,54672,9,35,43,2.1722381921,81.1111111111
50047,3186,4,16,8,0.0,0.0
50013,4434,5,6,40,1.66631371386,73.3333333333
50013,4268,7,37,46,0.242292189082,13.9166666667
50013,2633,6,35,54,0.0,0.0
50013,4719,3,3,20,1.9356468994,87.7777777778
50013,1490,2,16,47,0.0,0.0
50013,64619,8,51,48,1.90053327706,47.9722222222
50013,1005,1,16,4,0.0,0.0
50013,3849,4,45,48,0.242292189082,22.5555555556
50061,3736,5,9,4,1.40151018874,76.9166666667
50061,10668,8,25,17,1.93356815817,50.25
50061,15113,9,32,21,1.67418595764,35.1944444444
50061,3122,3,45,39,0.0,0.0
50061,3838,6,53,37,0.0,0.0
50061,4494,7,2,10,1.75962753634,91.8333333333
50061,3657,4,11,0,0.566509506553,39.3888888889
50061,1183,1,46,19,0.0,0.0
50061,2000,2,9,42,0.0,0.0
50047,796,1,0,50,0.996791631982,99.2222222222
50047,3706,6,31,6,0.0,0.0
50047,6908,3,25,1,0.934068055375,99.3888888889
50047,2367,4,25,10,0.0,0.0
50047,11256,5,30,11,1.31085629839,96.3333333333
50047,65239,8,58,53,2.30160949706,86.4166666667
50047,1542,2,32,51,0.0,0.0
50047,10732,7,39,20,0.0,0.0
50013,904,1,1,21,0.0,0.0
50013,2023,6,0,16,1.96559623036,94.0833333333
50013,2426,3,33,32,2.24321569253,95.3611111111
50013,1488,4,55,28,0.0,0.0
50013,2125,5,6,25,1.74504641728,79.25
50013,24368,8,49,40,1.24151018874,17.6666666667
50013,2706,7,31,13,0.874309554641,15.9166666667
50013,1041,2,18,35,0.0,0.0
50013,19750,9,10,11,2.36943203625,86.4722222222
50013,5506,9,10,23,1.09543127956,27.1666666667
50013,3863,6,40,53,0.0,0.0
50013,3787,3,40,50,0.0,0.0
50013,2428,4,53,38,0.0,0.0
50013,1450,2,46,30,0.0,0.0
50013,5518,8,38,54,0.242292189082,6.69444444444
50013,3683,7,41,45,0.0,0.0
50013,3359,5,32,6,0.0,0.0
50013,1403,1,13,28,0.0,0.0
50063,40056,9,23,18,1.09543127956,27.3055555556
50063,4449,6,14,29,1.47173743342,56.8611111111
50063,15900,8,45,16,1.73469395165,63.3055555556
50063,3050,5,32,8,1.40410745139,66.0277777778
50063,1709,1,22,22,0.0,0.0
50063,1675,2,38,28,0.0,0.0
50063,2582,4,17,22,1.51533621343,97.1944444444
50063,4668,3,16,11,0.866313713865,18.8055555556
50063,5215,7,43,29,0.996118213778,27.6666666667
50061,5858,6,41,27,2.4173206586,92.6666666667
50061,10619,8,59,8,1.87160226141,65.4722222222
50061,2643,4,13,17,0.0,0.0
50061,6081,7,21,23,1.61356815817,48.8888888889
50061,10650,9,19,17,0.721928094887,10.3333333333
50061,1805,2,37,38,0.0,0.0
50061,3771,3,12,27,0.721928094887,51.5555555556
50061,1468,1,55,35,0.0,0.0
50061,1530,5,1,54,0.0,0.0
50063,2298,5,39,21,0.942683189255,65.8055555556
50063,1367,1,36,7,0.904381457724,95.8888888889
50063,13411,8,24,29,1.62438145772,69.7222222222
50063,2447,6,27,24,1.12385618977,85.7777777778
50063,1920,2,29,0,0.836640741941,72.0277777778
50063,2462,7,33,19,0.904381457724,55.2777777778
50063,2474,3,34,12,0.634309554641,33.3055555556
50063,2069,4,29,11,0.634309554641,55.2222222222
50063,91724,9,31,15,1.59418595764,40.1944444444
50061,5128,8,15,14,1.98504641728,89.3333333333
50061,14472,9,43,31,1.24151018874,17.4166666667
50061,4125,7,4,23,1.70952633232,78.25
50061,3622,3,8,23,2.24321569253,97.7222222222
50061,4775,5,15,21,1.98504641728,90.2222222222
50061,2956,4,20,11,1.68154193334,83.3333333333
50061,2940,6,40,25,1.07832207955,57.3333333333
50061,1913,2,8,19,0.0,0.0
50061,658,1,0,34,0.0,0.0
50061,6568,9,20,10,1.09712456976,25.1666666667
50061,998,1,34,16,0.0,0.0
50061,4235,6,11,15,1.3834651896,48.6944444444
50061,1506,4,33,23,1.07832207955,96.1666666667
50061,4404,7,20,10,1.70438145772,67.0277777778
50061,10385,8,21,41,2.52307418943,90.6388888889
50061,875,2,49,31,0.242292189082,86.4444444444
50061,3040,3,0,36,0.918295834054,33.5277777778
50061,2496,5,17,30,2.50282469236,98.9722222222
50048,2527,4,26,34,0.721928094887,26.0555555556
50048,1862,2,55,30,0.0,0.0
50048,3044,3,20,36,0.482179190202,8.22222222222
50048,3095,6,21,40,1.02111918856,33.8611111111
50048,931,1,8,32,0.0,0.0
50048,3140,7,26,48,0.874309554641,23.2777777778
50048,3122,5,8,46,0.866313713865,19.3333333333
50048,21406,8,27,50,1.76385618977,64.6388888889
50048,21525,9,57,25,1.40151018874,41.9444444444
50048,19857,9,32,28,1.59933083224,51.4166666667
50048,3343,6,54,31,0.795040279385,64.0555555556
50048,2740,5,27,8,0.242292189082,60.1944444444
50048,2071,2,14,35,0.0,0.0
50048,20762,8,17,16,2.05868857045,82.7222222222
50048,3111,3,54,32,0.970950594455,80.6944444444
50048,2411,4,28,34,0.0,0.0
50048,1309,1,31,5,0.0,0.0
50048,3097,7,16,16,0.989587521222,85.3888888889
50048,1068,1,15,24,0.0,0.0
50048,2713,3,29,32,0.402179190202,12.9444444444
50048,1849,4,13,18,0.0,0.0
50048,16010,8,40,33,1.8613152774,44.8055555556
50048,783,2,2,14,0.0,0.0
50048,3453,7,50,28,1.55352095113,68.5833333333
50048,2757,6,11,36,0.0,0.0
50048,3133,5,53,26,0.529360865287,13.4166666667
50048,28475,9,17,17,1.49366068969,19.6944444444
50065,3020,4,39,26,0.998845535995,85.9444444444
50065,5045,6,17,37,1.44385618977,70.25
50065,3865,3,37,12,1.02631371386,46.6388888889
50065,6877,9,23,30,1.37131468865,56.1666666667
50065,2212,2,44,29,0.0,0.0
50065,4136,5,16,12,1.40410745139,66.5
50065,693,1,7,18,0.0,0.0
50065,5199,7,36,34,0.242292189082,0.972222222222
50065,6039,8,57,50,1.42927507071,61.0833333333
50060,3958,7,40,22,1.65366068969,73.0277777778
50060,971,1,44,1,0.0,0.0
50060,4146,5,37,28,1.84385618977,82.8333333333
50060,1370,2,17,2,0.0,0.0
50060,3731,3,20,45,1.64567805525,72.7777777778
50060,3612,6,16,47,1.09712456976,40.0277777778
50060,1830,4,51,1,0.0,0.0
50060,7831,9,42,28,1.47173743342,56.7777777778
50060,5119,8,30,36,0.639556365374,9.83333333333
50060,2358,2,39,12,1.98504641728,96.0555555556
50060,2929,5,28,15,1.24151018874,46.9444444444
50060,6962,6,5,27,0.874309554641,7.25
50060,10510,7,35,31,2.13134643325,72.5555555556
50060,2722,4,33,10,1.70190118891,79.3611111111
50060,10534,3,36,27,1.24399045755,24.3055555556
50060,2027,1,58,41,0.0,0.0
50060,45967,8,44,33,0.866313713865,14.4166666667
50060,67367,9,32,21,1.57845453582,41.6666666667
50065,2333,3,38,22,0.0,0.0
50065,715,1,29,4,0.0,0.0
50065,12159,9,25,36,3.09469395165,99.2222222222
50065,2372,5,40,10,0.0,0.0
50065,1329,2,51,27,0.0,0.0
50065,1538,4,43,1,0.0,0.0
50065,9450,8,28,40,1.81972183241,49.4166666667
50065,4304,7,30,41,0.764114054554,21.9444444444
50065,3537,6,48,32,0.0,0.0
50060,6387,3,35,21,1.5394705708,66.8055555556
50060,4333,5,23,13,0.639556365374,8.69444444444
50060,4018,7,6,19,0.95104566058,17.9444444444
50060,7441,6,41,27,1.94952633232,92.7222222222
50060,2984,2,44,14,0.996118213778,29.2222222222
50060,3240,4,49,9,1.49366068969,69.8611111111
50060,31934,8,30,19,2.63829757028,97.9166666667
50060,59648,9,31,30,1.6194705708,61.1944444444
50060,1246,1,46,7,0.721928094887,79.25
50062,7289,8,46,24,0.0,0.0
50062,6139,7,3,31,0.0,0.0
50062,5660,6,35,57,0.0,0.0
50062,5485,3,28,36,0.0,0.0
50062,3404,4,59,5,0.0,0.0
50062,10361,5,30,37,0.529360865287,47.5555555556
50062,1717,2,47,19,0.0,0.0
50062,828,1,22,40,0.0,0.0
50062,1821,2,8,51,0.0,0.0
50062,1299,4,32,9,0.0,0.0
50062,595,1,18,39,0.989587521222,98.5833333333
50062,9565,6,50,36,0.0,0.0
50062,8386,7,34,22,0.0,0.0
50062,18458,5,50,4,1.56514071335,51.4444444444
50062,11996,3,37,19,0.795040279385,33.9166666667
50062,30336,8,38,27,0.639556365374,2.97222222222
50065,38506,8,26,35,1.6194705708,33.1388888889
50065,5471,3,38,42,1.14523577947,35.8333333333
50065,5307,6,33,32,1.40151018874,45.3611111111
50065,5057,7,48,14,1.43366245423,50.25
50065,1337,2,42,20,0.0,0.0
50065,2743,4,22,21,0.795040279385,77.5833333333
50065,4106,5,21,28,0.95104566058,34.5
50065,1573,1,9,21,0.0,0.0
50065,25831,9,28,20,1.87173743342,55.9444444444
50063,12876,9,27,15,0.721928094887,13.5833333333
50063,3338,3,29,15,0.0,0.0
50063,1014,1,21,58,0.0,0.0
50063,1062,5,18,19,0.0,0.0
50063,2407,7,33,23,0.0,0.0
50063,761,2,5,7,0.0,0.0
50063,954,4,1,9,0.0,0.0
50063,12880,8,33,21,1.22523577947,33.0277777778
50063,2419,6,27,15,0.0,0.0
50065,4549,5,37,26,0.0,0.0
50065,1288,1,29,54,0.0,0.0
50065,2043,2,54,7,0.0,0.0
50065,4918,6,23,9,0.989587521222,86.75
50065,31273,8,11,33,1.96735181444,58.4444444444
50065,4550,3,27,6,0.970950594455,87.8055555556
50065,4716,7,44,58,0.0,0.0
50065,3218,4,19,13,0.942683189255,98.8055555556
50065,23700,9,30,52,1.94952633232,77.8055555556
50065,12815,9,39,30,1.48151018874,24.6111111111
50065,20506,8,18,28,0.719556365374,2.80555555556
50065,2758,5,41,18,0.0,0.0
50065,1225,1,7,30,0.0,0.0
50065,2166,4,10,43,0.402179190202,92.1666666667
50065,1199,2,25,36,0.0,0.0
50065,3822,6,33,19,1.46438145772,83.1388888889
50065,3138,3,26,47,0.95104566058,84.5277777778
50065,3716,7,27,40,1.59933083224,87.0555555556
50063,2382,5,19,17,1.68385618977,89.3888888889
50063,1298,2,56,41,0.0,0.0
50063,11661,7,2,14,2.8194705708,99.3333333333
50063,1998,4,33,46,0.85545081056,53.9444444444
50063,35188,9,20,21,1.17712456976,31.8888888889
50063,38576,8,36,17,1.94952633232,70.6111111111
50063,2310,6,11,32,0.402179190202,38.25
50063,860,1,9,24,0.0,0.0
50063,4436,3,29,23,1.67418595764,63.1944444444
50063,18581,8,21,12,1.81366068969,52.0277777778
50063,1642,5,28,36,0.0,0.0
50063,1041,2,36,54,0.0,0.0
50063,7316,7,23,17,2.18849307036,73.6388888889
50063,2377,3,10,19,0.721928094887,42.9166666667
50063,2704,6,8,16,1.79611821378,92.6388888889
50063,1260,4,19,37,0.0,0.0
50063,892,1,25,40,0.0,0.0
50063,22526,9,34,20,2.16488945173,74.0
50013,982,1,29,27,0.0,0.0
50013,10010,9,36,54,1.85715631436,66.3611111111
50013,4415,3,3,23,0.242292189082,2.83333333333
50013,3072,4,10,15,1.72735181444,91.8333333333
50013,4292,5,30,16,1.40399045755,47.1944444444
50013,5984,7,24,37,1.82053327706,61.5555555556
50013,5065,6,18,43,2.46268318926,95.8333333333
50013,2807,2,23,6,0.0,0.0
50013,11290,8,40,39,1.39999583875,36.1111111111
50013,5868,3,12,5,1.83933083224,70.7222222222
50013,2722,4,18,40,2.29069933284,90.6111111111
50013,3023,5,29,36,0.634309554641,15.1944444444
50013,30631,9,22,17,1.62115093316,45.0555555556
50013,1198,1,2,12,0.0,0.0
50013,5955,7,19,18,1.09543127956,15.7777777778
50013,2493,2,15,36,2.61469395165,99.0555555556
50013,4592,6,55,18,2.14712515851,83.1111111111
50013,47765,8,47,38,1.70438145772,52.2777777778
50047,9103,6,57,48,0.0,0.0
50047,8615,5,55,9,0.0,0.0
50047,1024,1,18,5,0.0,0.0
50047,9685,7,13,18,0.529360865287,60.5833333333
50047,1586,2,45,25,0.0,0.0
50047,9570,3,20,28,0.970950594455,87.0833333333
50047,2592,4,26,25,0.0,0.0
50047,42562,9,35,18,2.18449845156,82.8055555556
50047,6142,5,9,58,0.0,0.0
50047,4089,4,35,14,0.242292189082,88.5555555556
50047,4652,6,19,54,0.0,0.0
50047,1980,1,43,23,0.0,0.0
50047,10767,3,40,33,0.0,0.0
50047,2359,2,41,16,0.0,0.0
50047,11384,7,44,8,0.0,0.0
50048,2151,5,44,29,0.0,0.0
50048,1799,4,37,20,0.0,0.0
50048,1292,1,26,23,0.0,0.0
50048,59577,8,36,17,1.84385618977,57.6944444444
50048,5652,9,42,19,0.942683189255,80.6944444444
50048,1555,2,31,16,0.0,0.0
50048,2964,7,46,18,0.0,0.0
50048,2534,6,44,6,0.242292189082,97.1666666667
50048,2417,3,34,23,0.0,0.0
50048,4509,8,29,30,1.02631371386,11.2777777778
50048,1736,2,1,32,0.0,0.0
50048,5034,9,31,43,2.38463995467,86.5
50048,4331,5,16,27,2.05134643325,71.9722222222
50048,3845,3,16,35,0.866313713865,10.9166666667
50048,4007,6,14,31,1.83933083224,58.8333333333
50048,5138,7,37,49,1.86681931117,60.1111111111
50048,3957,4,16,36,1.98371645121,65.6944444444
50048,1261,1,24,30,0.0,0.0
50061,2962,7,17,5,0.0,0.0
50061,20635,9,12,17,1.14523577947,14.9444444444
50061,2757,5,13,19,0.0,0.0
50061,1420,2,20,4,0.0,0.0
50061,49279,8,24,10,1.67533621343,37.75
50061,2492,6,16,2,0.0,0.0
50061,1587,1,54,0,0.0,0.0
50061,1862,4,23,0,0.0,0.0
50061,2695,3,14,13,0.0,0.0
50013,2963,4,54,38,1.44385618977,71.1944444444
50013,15868,9,25,7,1.97972183241,81.5555555556
50013,6329,7,22,33,2.06545139931,92.3611111111
50013,13174,8,34,30,1.54438145772,54.25
50013,1268,1,3,55,0.0,0.0
50013,6275,5,22,9,1.49366068969,56.7777777778
50013,5691,6,42,39,1.48151018874,54.6666666667
50013,1409,2,0,54,0.0,0.0
50013,5353,3,18,38,1.39999583875,54.7222222222
50013,5950,3,26,46,1.94681931117,58.2777777778
50013,5846,7,19,54,2.60810207019,96.3888888889
50013,5824,6,16,56,2.14712515851,75.8055555556
50013,4858,5,37,31,1.45131468865,48.6388888889
50013,1445,2,57,56,0.0,0.0
50013,1399,1,28,49,0.0,0.0
50013,15015,8,29,40,2.17524191736,59.75
50013,15042,9,45,36,0.874309554641,2.58333333333
50013,4394,4,39,21,1.51614765808,80.0555555556
50047,629,1,3,37,0.0,0.0
50047,39647,9,24,41,2.00273953953,79.7222222222
50047,9376,5,8,48,0.904381457724,54.8055555556
50047,931,4,43,49,0.0,0.0
50047,6588,3,11,10,0.0,0.0
50047,39601,8,29,43,1.94849307036,78.1666666667
50047,4603,6,14,8,0.0,0.0
50047,610,2,30,34,0.970950594455,97.75
50047,31093,7,11,12,2.24229218908,86.1666666667
50047,8087,3,6,20,0.904381457724,65.75
50047,19009,5,41,7,1.17712456976,27.2222222222
50047,1739,4,25,21,0.0,0.0
50047,532,1,22,24,0.0,0.0
50047,2434,2,33,54,0.0,0.0
50047,28253,7,40,19,1.92154193334,62.5833333333
50047,90623,9,0,10,0.566509506553,1.08333333333
